,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI
1982-06-24,16.92,2.14,14.79,0,6.948430945526071,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.519929914650651,4,109.83,109.79,110.92,110.25,7.4562118129999995,14.73,2.13,0,0,0.0,15.790757160770399,0.062269395,14.71,12.99,-0.0113063211459737,9.5,1086.0,1.722,14.712,119.2,-0.049223285,40.9,35.7,37.8
1982-06-25,16.92,2.05,14.79,0,6.9051540716951,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.492658940663111,5,109.14,109.09,109.83,109.56,7.409368635,14.73,2.13,1,0,0.0,15.6917609662817,0.062671434,14.9,13.19,-0.0148252978735518,9.5,1086.0,1.5719999999999998,14.762,120.11,-0.049223285,40.9,35.7,37.8
1982-06-28,16.92,2.05,14.79,0,6.97639489960098,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.53988830838379,4,110.26,109.17,110.45,109.3,7.485403937999999,14.73,2.13,1,0,0.0,15.8529991267335,0.062043107,14.98,13.11,-0.0283857260846386,9.5,1086.0,1.6219999999999999,14.732000000000001,120.47,-0.154900586,40.9,35.7,37.8
1982-06-29,16.92,2.05,14.79,0,6.973610654226019,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.53895534887451,3,110.21,109.68,110.57,110.26,7.482009504,14.73,2.13,1,0,0.0,15.8460168351703,0.062079536,14.71,13.02,-0.0285926889771921,9.5,1086.0,1.5919999999999999,14.612,119.16,-0.154900586,40.9,35.7,37.8
1982-06-30,17.03,2.05,15.1,0,6.93602229675562,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.51537062402749,2,109.61,109.5,111.0,110.95,7.441276307000001,14.73,1.93,1,1,0.0,15.7599523962753,0.062427684000000004,14.58,12.76,-0.0202614963058932,9.5,1086.0,1.682,14.442,119.04,-0.154900586,40.9,35.7,37.8
1982-07-01,17.03,2.05,15.1,0,6.87944479060149,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.47942155442351,1,108.71,108.62,109.63,109.52,7.380176511,14.73,1.93,1,0,0.0,15.6307487525149,0.062952912,14.73,12.55,-1.49260033090832e-05,9.5,1086.0,1.8519999999999999,14.402000000000001,119.33,-0.154900586,40.9,35.7,37.8
1982-07-02,17.03,2.05,15.1,0,6.8127350849671195,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.43687060391297,0,107.65,107.6,108.71,108.1,7.308214528,14.73,1.93,0,0,0.0,15.4785342947908,0.063581271,14.61,12.59,0.016539610224104998,9.5,1086.0,1.912,14.502,119.62,-0.154900586,40.9,35.7,37.8
1982-07-06,17.03,2.05,15.1,0,6.79032042835187,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.42315983865915,0,107.29,106.74,107.67,107.27,7.28377461,14.73,1.93,0,0,0.0,15.4269654878802,0.06380311799999999,14.53,12.62,0.0187692243284224,9.5,1086.0,1.8619999999999999,14.482000000000001,120.17,-0.154900586,40.9,35.7,37.8
1982-07-07,17.03,2.05,15.1,0,6.786257969014231,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.42140118114322,0,107.22,106.99,107.61,107.08,7.279022403,14.73,1.93,0,0,0.0,15.4170925218111,0.063853285,13.57,12.58,0.0284105690151708,9.5,1086.0,1.912,14.492,121.02,-0.154900586,40.9,35.7,37.8
1982-07-08,16.95,2.05,15.07,0,6.806247355813099,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.43531203083077,0,107.53,105.57,107.53,106.85,7.300067889,14.73,1.88,0,0,0.0,15.4618581605675,0.06367768900000001,13.86,11.95,0.0257921966360792,9.5,1086.0,2.242,14.192,121.06,-0.154900586,42.0,39.6,38.3
1982-07-09,16.95,2.05,15.07,0,6.888905305692379,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.49006114911604,0,108.83,107.56,108.97,108.23,7.38832315,14.73,1.88,0,0,0.0,15.6489781366543,0.062925066,13.05,11.77,0.0192021032660165,9.5,1086.0,2.262,14.032,119.96,-0.154900586,42.0,39.6,38.3
1982-07-12,16.95,2.05,15.07,0,6.93612215743654,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.52171978448576,0,109.57,108.89,109.62,109.48,7.43856076,14.73,1.88,0,0,0.0,15.755575963494302,0.06250805799999999,13.12,11.73,0.0093781704734284,9.5,1086.0,2.142,13.872,119.22,-0.154900586,42.0,39.6,38.3
1982-07-13,16.95,2.05,15.07,0,6.92890019461253,448.73274914009596,0.0,0.0668352128246426,0.0,0,0,4.51789595580046,0,109.45,109.19,110.07,109.19,7.430414121,14.73,1.88,0,0,0.0,15.738509774038501,0.062584568,13.25,11.95,0.0177749746767966,9.5,1086.0,2.072,14.022,120.18,-0.154900586,42.0,39.6,38.3
1982-07-14,16.88,2.05,14.96,0,6.99195119969512,448.73274914009596,0.0,0.0579561311835119,0.0,0,0,4.55988994392684,0,110.44,109.08,110.44,109.68,7.497623897,14.73,1.92,0,0,-0.007103265312904479,15.881057286190698,0.062031456,12.88,12.0,0.00770728755901796,9.5,1086.0,2.102,14.102,120.04,-0.154900586,42.0,39.6,38.3
1982-07-15,16.88,2.05,14.96,0,6.99422787544868,442.655826664215,0.0,0.0579561311835119,0.0,0,0,4.562257473875969,0,110.47,110.27,110.95,110.83,7.499660557,14.73,1.92,0,0,-0.00532744898467837,15.8855586692803,0.062022513,13.07,11.64,0.007910723800438009,9.5,1086.0,2.322,13.962,119.92,-0.154900586,42.0,39.6,38.3
1982-07-16,16.88,2.05,14.96,0,6.95290281301298,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.588165795847731,0,111.07,110.16,111.48,110.16,7.540393754,14.73,1.92,0,0,0.00557236463473991,15.7910403379111,0.061695327,12.64,11.21,-0.000173478304334889,9.5,1086.0,2.492,13.702,119.27,-0.154900586,42.0,39.6,38.3
1982-07-19,16.88,2.05,14.96,0,6.93205113017124,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.57525024624968,0,110.73,110.66,111.78,111.75,7.517311609,14.73,1.92,0,0,0.00506718164016799,15.7430248213891,0.061892649,12.09,11.06,-0.00438920770790294,9.5,911.0,2.622,13.682,119.09,-0.154900586,42.0,39.6,38.3
1982-07-20,16.88,2.05,14.96,0,6.98319465478272,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.609848329662429,0,111.54,110.35,111.56,111.11,7.572301426,14.73,1.92,0,0,0.00456199864559607,15.858509969823501,0.061451013,11.22,10.66,-0.0201119429961094,9.5,911.0,2.872,13.532,118.31,-0.154900586,42.0,39.6,38.3
1982-07-21,16.82,2.05,14.65,0,6.97611598414518,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.606018828468481,1,111.42,111.38,112.39,112.15,7.5641547860000005,14.73,2.17,0,0,0.0022809993227980397,15.841769962229302,0.061525032,10.71,10.75,-0.0346635955326861,9.5,911.0,2.852,13.602,117.41,-0.154900586,42.0,39.6,38.3
1982-07-22,16.82,2.05,14.65,0,6.97968061474793,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.60921605763066,2,111.47,110.94,112.02,110.95,7.567549219,14.73,2.17,0,0,0.0,15.8491986481429,0.061505267,11.04,10.41,-0.0351855357196097,9.5,911.0,3.102,13.512,117.61,-0.154900586,42.0,39.6,38.3
1982-07-23,16.82,1.95,14.65,0,6.96129738608834,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.59794178582829,3,111.17,111.05,111.58,111.46,7.5013495279999995,14.82,2.17,0,0,0.0,15.806860639418002,0.061678739,10.65,10.33,-0.0383273367208057,9.5,911.0,3.2319999999999998,13.562000000000001,116.12,-0.154900586,42.0,39.6,38.3
1982-07-26,16.82,1.95,14.65,0,6.9109744492045095,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.56557136948459,4,110.36,110.29,111.16,110.66,7.446693657000001,14.82,2.17,0,0,0.0,15.6920026810555,0.062138988,10.84,10.45,-0.0134931080003062,9.5,911.0,3.4619999999999997,13.912,116.67,-0.160652902,42.0,39.6,38.3
1982-07-27,16.82,1.95,14.65,0,6.8531303148249005,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.5282285563121,5,109.43,109.36,110.35,110.26,7.383940621,14.82,2.17,1,0,0.0,15.5600753696977,0.062674697,11.28,10.66,-0.0155895704440295,9.5,911.0,3.202,13.862,116.2,-0.160652902,42.0,39.6,38.3
1982-07-28,16.7,1.95,14.32,0,6.74705464650732,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.45901370622316,4,107.73,107.53,109.42,109.42,7.269230769,14.82,2.38,1,0,0.0,15.3186510829319,0.06367145099999999,12.01,10.72,-0.015681562538111,9.5,911.0,3.252,13.972000000000001,118.33,-0.160652902,42.0,39.6,38.3
1982-07-29,16.7,1.95,14.32,0,6.74681607278455,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.459731472898031,3,107.72,106.62,107.92,107.42,7.268556005,14.82,2.38,1,0,0.0,15.317529612434,0.063685098,11.71,10.53,-0.0248149481211978,9.5,911.0,3.302,13.832,118.82,-0.160652902,42.0,39.6,38.3
1982-07-30,16.7,1.95,14.32,0,6.70774253289783,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.43477906728888,2,107.09,107.01,107.95,107.35,7.2260458839999995,14.82,2.38,1,0,0.0,15.228242218749099,0.064067162,11.41,10.17,-0.0327939075081534,9.5,911.0,3.512,13.682,119.05,-0.160652902,42.0,39.6,38.3
1982-08-02,16.7,1.95,14.32,0,6.82651723050249,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.514177788584361,1,108.98,107.11,109.09,107.71,7.3535762479999995,14.82,2.38,1,0,0.0,15.497301732186001,0.062963351,10.83,9.36,-0.0563456500573668,9.5,911.0,4.052,13.412,117.8,-0.160652902,42.0,39.6,38.3
1982-08-03,16.7,1.95,14.32,0,6.754868442522861,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.4676732888402695,0,107.83,107.81,109.43,108.98,7.275978407999999,14.82,2.38,0,0,0.0,15.334064032311002,0.063642212,10.61,9.8,-0.0480559048804992,9.5,911.0,3.7119999999999997,13.512,118.16,-0.160652902,42.0,39.6,38.3
1982-08-04,16.78,1.95,14.39,0,6.6493816027919195,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.3987834324056605,0,106.14,106.11,107.83,107.83,7.16194332,14.82,2.39,0,0,0.0,15.0940257579596,0.064663024,10.68,9.73,-0.0345854714510754,9.5,911.0,3.952,13.682,119.8,-0.160652902,42.0,39.6,38.3
1982-08-05,16.78,1.95,14.39,0,6.588364484555299,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.35930054162191,0,105.16,104.76,106.1,106.1,7.095816463999999,14.82,2.39,0,0,0.0,14.9549467656811,0.065273174,10.76,9.8,-0.0270627878460345,9.5,911.0,3.9019999999999997,13.702,119.86,-0.160652902,42.0,39.6,38.3
1982-08-06,16.78,1.95,14.39,0,6.49789249042483,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.3003240305576,0,103.71,103.67,105.16,105.16,6.997975708999999,14.82,2.39,0,0,0.0,14.749020490267698,0.066192282,10.82,10.31,0.0006918539025210451,9.8,911.0,3.542,13.852,120.24,-0.160652902,42.0,39.6,38.3
1982-08-09,16.78,1.95,14.39,0,6.45878943196609,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.27533320608401,0,103.08,102.2,103.69,103.69,6.955465587000001,14.82,2.39,0,0,0.0,14.6597027895563,0.066603378,11.07,9.86,0.00912939425329613,9.8,911.0,3.842,13.702,121.16,-0.160652902,42.0,39.6,38.3
1982-08-10,16.78,1.95,14.39,0,6.44411963502047,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.26651135269853,0,102.84,102.82,103.84,103.11,6.939271255,14.82,2.39,0,0,0.0,14.625845949603699,0.06676537099999999,10.99,10.02,0.0579344168003241,9.8,911.0,3.6719999999999997,13.692,121.16,-0.160652902,42.0,39.6,38.3
1982-08-11,16.69,1.95,14.22,0,6.42944786795034,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.25768715818165,0,102.6,102.48,103.01,102.83,6.923076922999999,14.82,2.47,0,0,0.0,14.591986495839901,0.06692812299999999,11.0,9.97,0.0556030862036277,9.8,911.0,3.742,13.712,121.41,-0.160652902,42.0,39.6,38.3
1982-08-12,16.69,1.95,14.22,0,6.418534258182139,442.655826664215,0.0,0.0693611277975021,0.0,0,0,4.25135048919216,0,102.42,102.39,103.22,102.6,6.910931174,14.82,2.47,0,0,0.0,14.566657923176901,0.06705233299999999,10.88,9.38,0.0631561909063258,9.8,911.0,4.172,13.552,121.32,-0.160652902,42.0,39.6,38.3
1982-08-13,16.69,1.95,14.22,0,6.50852156352098,441.696312589076,0.0,0.0583720062219069,0.0,0,0,4.31183830903937,0,103.85,102.4,103.85,102.42,7.007422402,14.82,2.47,0,0,-0.008791297260476229,14.770313284760899,0.066134764,10.38,9.25,0.0840144423126935,9.8,911.0,3.952,13.202,120.93,-0.160652902,42.0,39.6,38.3
1982-08-16,16.69,1.95,14.22,0,6.523934505661741,441.696312589076,0.0,0.0583720062219069,0.0,0,0,4.32293334009248,0,104.09,103.82,105.52,103.86,7.023616734,14.82,2.47,0,0,-0.0065934729453571705,14.8047212592384,0.065987996,9.91,8.67,0.108634137774811,9.8,911.0,4.422,13.092,121.32,-0.160652902,42.0,39.6,38.3
1982-08-17,16.69,1.95,14.22,0,6.79954604009171,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.52964099554284,0,109.04,104.32,109.33,105.4,7.357624831,14.82,2.47,0,0,-0.00028252902990325,15.4295732057531,0.062997851,9.74,8.05,0.0554999544809852,9.8,1211.0,4.602,12.652000000000001,120.79,-0.160652902,42.0,39.6,38.3
1982-08-18,16.71,1.95,14.14,0,6.768154014840309,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.5095858771556605,0,108.53,108.46,111.58,109.04,7.323211876,14.82,2.57,0,0,0.0008870153851320981,15.357748883752802,0.06329937299999999,9.13,8.06,0.0793948034472975,9.8,1211.0,4.512,12.572000000000001,119.65,-0.160652902,42.0,39.6,38.3
1982-08-19,16.71,1.95,14.14,0,6.807854907952451,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.53689445715276,0,109.16,108.34,109.86,108.53,7.3657219970000005,14.82,2.57,0,0,0.00205655980016743,15.4472415582007,0.062939503,9.1,7.52,0.0818180596482238,9.8,1211.0,4.952,12.472000000000001,119.83,-0.160652902,42.0,39.6,38.3
1982-08-20,16.71,1.94,14.14,0,7.04901414790563,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.69845470747018,1,113.02,109.19,113.03,109.19,7.626180837000001,14.82,2.57,0,0,0.00102827990008372,15.9938246734811,0.06079483,8.75,7.08,0.0348767192631632,9.8,1211.0,5.162000000000001,12.242,118.35,-0.160652902,42.0,39.6,38.3
1982-08-23,16.71,1.94,14.14,0,7.2421747487692905,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.828043518365,2,116.11,112.65,116.11,113.02,7.834682861,14.82,2.57,0,1,0.0,16.4314630757959,0.059181700999999996,9.01,7.5,0.0126290721108358,9.8,1211.0,4.9719999999999995,12.472000000000001,118.4,-0.160652902,42.0,39.6,38.3
1982-08-24,16.71,1.94,14.14,0,7.19458251532959,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.797157604752059,3,115.34,115.08,116.39,116.11,7.7827260460000005,14.82,2.57,0,0,0.0,16.3228543227473,0.05958161,9.03,7.61,0.0349472074274556,9.8,1211.0,4.742,12.352,116.95,-0.160652902,42.0,39.6,38.3
1982-08-25,16.26,1.94,13.48,0,7.33475080273652,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.89145466017511,4,117.58,115.11,118.12,115.35,7.933873144,14.82,2.78,0,0,0.0,16.640222389347,0.058451254,9.91,7.42,0.005181735930678021,9.8,1211.0,5.012,12.432,117.29,-0.160652902,42.0,39.6,38.3
1982-08-26,16.26,1.94,13.48,0,7.395707099934371,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.93294017867599,5,118.55,117.57,120.26,117.57,7.999325236000001,14.82,2.78,1,0,0.0,16.7778654244092,0.05797768,9.36,7.14,0.0140519655878827,9.8,1211.0,5.412000000000001,12.552,117.79,-0.126247265,42.0,39.6,38.3
1982-08-27,16.26,1.94,13.48,0,7.30631418039708,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.87415360483213,4,117.11,116.63,118.56,117.38,7.902159244,14.82,2.78,1,0,0.0,16.5744288829787,0.058695325,9.91,7.84,0.0460991577601784,9.8,1211.0,4.9319999999999995,12.772,119.12,-0.126247265,42.0,39.6,38.3
1982-08-30,16.26,1.94,13.48,0,7.34107067097541,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.89817776931733,3,117.66,115.79,117.66,117.05,7.939271255,14.82,2.78,1,0,0.0,16.6526304423305,0.058425675999999996,10.06,8.16,0.030713989025107004,9.8,1211.0,4.652,12.812000000000001,120.67,-0.126247265,42.0,39.6,38.3
1982-08-31,16.26,1.94,13.48,0,7.45694579748721,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.976326402303441,2,119.51,117.65,119.6,117.65,8.064102564,14.82,2.78,1,0,0.0,16.9148293462939,0.057525902999999996,10.63,8.42,0.0219395436687407,9.8,1211.0,4.3919999999999995,12.812000000000001,120.29,-0.126247265,42.0,39.6,38.3
1982-09-01,15.86,1.94,13.15,0,7.37877128502746,441.696312589076,0.0,0.0635134057223254,0.0,0,0,4.9249942561862,1,118.25,117.98,120.05,119.52,7.979082321,14.82,2.71,1,0,0.0,16.7368553579426,0.058143562,11.28,8.42,0.0306711853686109,9.8,1211.0,4.342,12.762,120.03,-0.126247265,42.0,39.6,38.3
1982-09-02,15.86,1.94,13.15,0,7.50589456045429,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.010675505415691,0,120.28,117.84,120.32,118.24,8.116059379,14.82,2.71,0,0,0.0,17.0245420195484,0.057166875,10.55,8.36,0.00543008163210126,9.8,1211.0,4.242,12.602,118.78,-0.126247265,42.0,39.6,38.3
1982-09-03,15.86,1.94,13.15,0,7.65612346148279,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.111789765206651,0,122.68,120.31,123.64,120.31,8.278002699,14.82,2.71,0,0,0.0,17.364610881812002,0.056053043,10.25,8.17,-0.00391042224725058,9.8,1211.0,4.302,12.472000000000001,119.55,-0.126247265,42.0,39.6,38.3
1982-09-07,15.86,1.94,13.15,0,7.57482518510009,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.0583394019634405,0,121.37,121.19,122.68,122.68,8.189608637000001,14.82,2.71,0,0,0.0,17.1795536517833,0.056662625,9.74,8.39,0.0138084538121568,9.8,1211.0,4.1419999999999995,12.532,119.52,-0.126247265,42.0,39.6,38.3
1982-09-08,15.86,1.94,13.15,0,7.627084373944,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.09406586628924,0,122.2,121.19,123.11,121.33,8.245614035,14.82,2.71,0,0,0.0,17.2974040887927,0.056282310999999995,9.68,8.3,0.0165801468918627,9.8,1211.0,4.212,12.512,120.11,-0.126247265,40.1,39.2,38.3
1982-09-09,15.73,1.94,13.2,0,7.613185849196481,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.085612811001,0,121.97,121.9,123.22,122.19,8.230094467,14.82,2.53,0,0,0.0,17.265212013072098,0.056392998,9.99,8.28,0.0142315246860811,9.8,1211.0,4.252,12.532,119.81,-0.126247265,40.1,39.2,38.3
1982-09-10,15.73,1.94,13.2,0,7.551438874432731,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.04505225477095,0,120.97,120.27,121.98,121.97,8.49508427,14.24,2.53,0,0,0.0,17.124019224832,0.056863435999999996,10.08,8.37,0.0125103303875717,9.8,1211.0,4.362,12.732000000000001,121.0,-0.126247265,40.1,39.2,38.3
1982-09-13,15.73,1.94,13.2,0,7.6313955987187505,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.09915288961698,0,122.24,120.25,122.24,120.94,8.584269662999999,14.24,2.53,0,0,0.0,17.3041578842874,0.056276879,10.58,8.12,0.0017275198259746301,9.8,1211.0,4.512,12.632,121.46,-0.126247265,40.1,39.2,38.3
1982-09-14,15.73,1.94,13.2,0,7.6857675744077305,441.696312589076,0.0,0.0635134057223254,0.0,0,0,5.136162720292719,0,123.1,122.27,123.69,122.27,8.644662921,14.24,2.53,0,0,0.0,17.426262425604,0.055887909000000006,10.43,7.89,0.0138658484178397,9.8,1211.0,4.672,12.562000000000001,121.19,-0.126247265,40.1,39.2,38.3
1982-09-15,15.63,1.94,13.03,0,7.760754088142519,441.376474564029,0.0,0.0558922474412533,0.0,0,0,5.186949491552291,0,124.29,122.72,124.81,123.09,8.728230337000001,14.24,2.6,0,0,-0.0060969266248577,17.5950871275214,0.055356967,10.63,8.14,-0.0029020979105768697,9.8,1211.0,4.462,12.602,121.28,-0.126247265,40.1,39.2,38.3
1982-09-16,15.63,1.94,13.03,0,7.713159686772749,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.166384574425241,0,123.77,123.65,124.88,124.28,8.691713483,14.24,2.6,0,0,-0.00293335013269456,17.4859959625377,0.055593709000000005,10.76,8.03,-0.000157286092628387,9.8,1211.0,4.572,12.602,121.14,-0.126247265,40.1,39.2,38.3
1982-09-17,15.63,1.94,13.03,0,7.637819048345151,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.11659586497014,0,122.55,122.34,123.76,123.76,8.606039326,14.24,2.6,0,0,-0.00181895468546731,17.3140219858738,0.056151035999999994,10.33,7.96,0.0057819692730269896,9.8,1002.0,4.552,12.512,120.79,-0.126247265,40.1,39.2,38.3
1982-09-20,15.63,1.94,13.03,0,7.63601335435224,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.11606237755372,0,122.51,121.48,122.54,122.54,8.603230337000001,14.24,2.6,0,0,-0.000704559238240067,17.3087547455441,0.056173257000000004,10.18,7.78,0.00853864326788391,9.8,1002.0,4.692,12.472000000000001,120.94,-0.126247265,40.1,39.2,38.3
1982-09-21,15.63,1.94,13.03,0,7.78443490953199,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.216171254672,1,124.88,122.51,124.91,122.51,8.769662921,14.24,2.6,0,0,0.000409836208987178,17.6439890242288,0.055111002,10.11,7.63,-0.0136787527530121,9.8,1002.0,4.552,12.182,121.05,-0.126247265,40.1,39.2,38.3
1982-09-22,15.72,1.94,13.08,0,7.729651183970339,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.18013348596471,2,123.99,123.99,126.43,124.9,8.707162921,14.24,2.64,0,0,0.0,17.518629284294,0.05551042900000001,10.13,7.35,-0.0196656392450712,9.8,1002.0,4.692,12.042,120.6,-0.126247265,40.1,39.2,38.3
1982-09-23,15.72,1.94,13.08,0,7.719123088991919,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.17375063742616,3,123.81,122.96,124.19,123.99,8.694522472000001,14.24,2.64,0,0,0.0,17.493581349342502,0.055594977999999996,10.38,7.28,-0.0281948521608577,9.8,1002.0,4.662,11.942,121.22,-0.126247265,40.1,39.2,38.3
1982-09-24,15.72,2.23,13.08,0,7.68926339152902,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.154415476302111,4,123.32,123.11,123.8,123.79,8.66011236,14.24,2.64,0,0,0.0,17.4247288824519,0.055820385,10.23,7.6,-0.0114223501616491,9.8,1002.0,4.492,12.092,121.46,-0.126247265,40.1,39.2,38.3
1982-09-27,15.72,2.23,13.08,0,7.708660375948139,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.1680957261089695,5,123.62,122.75,123.62,123.32,8.681179775,14.24,2.64,1,0,0.0,17.4674989618894,0.055689414000000007,10.18,7.58,-0.0176143078856109,9.8,1002.0,4.412,11.992,122.63,-0.161649186,40.1,39.2,38.3
1982-09-28,15.72,2.23,13.08,0,7.68565324082373,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.1533507064089195,4,123.24,123.21,124.16,123.62,8.654494382000001,14.24,2.64,1,0,0.0,17.4141834523734,0.055865635999999996,9.7,7.48,-0.01066324202608,9.8,1002.0,4.372,11.852,122.76,-0.161649186,40.1,39.2,38.3
1982-09-29,15.65,2.23,12.83,0,7.58592770087486,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.0871692738432,3,121.63,121.28,123.24,123.24,8.541432583999999,14.24,2.82,1,0,0.0,17.187057762423,0.056609689000000005,9.88,7.58,0.0426001806938811,9.8,1002.0,4.2219999999999995,11.802,122.2,-0.161649186,40.1,39.2,38.3
1982-09-30,15.65,2.23,12.83,0,7.5111335465467794,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.0377029655176395,2,120.42,120.14,121.62,121.62,8.456460674,14.24,2.82,1,0,0.0,17.016444525855402,0.057183125999999994,12.17,7.62,0.0669210722613177,9.8,1002.0,4.112,11.732000000000001,122.2,-0.161649186,40.1,39.2,38.3
1982-10-01,15.65,2.23,12.83,0,7.60849440139829,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.1036884905873094,1,121.97,120.15,121.97,120.4,8.565308989,14.24,2.82,1,0,0.0,17.235844217129998,0.05646067,10.87,7.35,0.0714474561900919,9.8,1002.0,4.162,11.512,122.14,-0.161649186,40.1,39.2,38.3
1982-10-04,15.65,2.23,12.83,0,7.58047702020438,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.08558274327835,0,121.51,120.56,121.97,121.97,8.533005617999999,14.24,2.82,0,1,0.0,17.171208496475,0.056678658,10.9,7.94,0.10097392165354302,9.8,1002.0,3.782,11.722000000000001,123.38,-0.161649186,40.1,39.2,38.3
1982-10-05,15.65,2.23,12.83,0,7.61047790129509,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.106396406885639,0,121.98,121.6,122.73,121.6,8.566011236,14.24,2.82,0,0,0.0,17.237994645771,0.0564645,10.27,8.14,0.0968750606830914,9.8,1002.0,3.552,11.692,123.36,-0.161649186,40.1,39.2,38.3
1982-10-06,15.4,2.23,12.66,0,7.92251696324649,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.31643355155895,0,126.97,122.0,126.97,122.0,8.916432583999999,14.24,2.74,0,0,0.0,17.9435542177139,0.054249473,9.45,8.05,0.0735014009832619,9.8,1002.0,3.532,11.582,123.15,-0.161649186,40.1,39.2,38.3
1982-10-07,15.4,2.23,12.66,0,8.03741978461593,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.394201690456019,0,128.8,125.99,128.96,125.99,9.04494382,14.24,2.74,0,0,0.0,18.202557910666897,0.053482697,9.82,7.76,0.0433923978219364,9.8,1002.0,3.1519999999999997,10.912,122.56,-0.161649186,40.4,41.2,38.8
1982-10-08,15.4,2.23,12.66,0,8.17855383442732,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.48957610008573,0,131.05,128.79,131.11,128.79,9.202949438,14.24,2.74,0,0,0.0,18.5209286995595,0.052568085,9.63,7.75,0.0186207581040916,10.1,1002.0,3.082,10.832,122.94,-0.161649186,40.4,41.2,38.8
1982-10-11,15.4,2.23,12.66,0,8.39273618184614,441.376474564029,0.0,0.0579414284861892,0.0,0,0,5.633980712611329,0,134.47,131.06,135.53,131.06,9.443117978,14.24,2.74,0,0,0.0,19.004667908073102,0.051234653,9.63,7.75,0.0162244428606121,10.1,1002.0,,,,-0.161649186,40.4,41.2,38.8
