,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY
1986-10-24,10.23,3.21,8.84,0,14.314819383362998,531.662436611818,0.019503519,0.0174236411472544,0.0,0,0,11.871159069368401,3,238.26,238.25,239.65,239.3,16.20816327,14.7,1.39,0,0,0.0,26.331597865373002,0.03425896,5.83,5.27,0.0234038435878761,7.0,1680.0,2.05,7.459,108.12,-0.001772875,57.3,57.1,52.4,54000.0,3.8260384339999995,31860.0,784.0
1986-10-27,10.24,3.21,8.83,0,14.346801251083901,531.662436611818,0.019503519,0.0174236411472544,0.0,0,0,11.898204611342198,4,238.77,236.72,238.77,238.22,16.24285714,14.7,1.41,0,0,0.0,26.3791638065066,0.034190271,5.9,5.19,0.0286845172544073,7.0,1680.0,2.0869999999999997,7.395,108.33,0.007444022,57.3,57.1,52.4,33600.0,7.066696501,53700.0,786.0
1986-10-28,10.2,3.21,8.83,0,14.377586184397499,531.662436611818,0.019503519,0.0174236411472544,0.0,0,0,11.9242572612335,5,239.26,238.77,240.58,238.81,16.27619048,14.7,1.37,1,0,0.0,26.4244714224077,0.034124729,5.85,5.2,0.0282504968216756,7.0,1680.0,2.099,7.468999999999999,107.84,0.007444022,57.3,57.1,52.4,30660.0,4.508222305,41100.0,786.0
1986-10-29,10.22,3.21,8.81,0,14.4798918177104,531.662436611818,0.017351183,0.0174236411472544,0.0,0,0,12.0096207668962,4,240.94,238.98,241.0,239.23,16.39047619,14.7,1.41,1,0,0.0,26.602277563863897,0.033891234,5.83,5.2,0.0227883390936121,7.0,1680.0,2.041,7.358,107.61,0.007444022,57.3,57.1,52.4,31020.0,3.836660725,53760.0,786.0
1986-10-30,10.21,3.21,8.75,0,14.6477278449424,531.662436611818,0.017351183,0.0174236411472544,0.0,0,0,12.1493268105179,3,243.71,240.94,244.08,240.97,16.57891156,14.7,1.46,1,0,0.0,26.900182214289604,0.033510424,5.88,5.18,0.00847061842720069,7.0,1680.0,1.9869999999999999,7.292999999999999,108.62,0.007444022,57.3,57.1,52.4,30660.0,10.63355431,32040.0,786.0
1986-10-31,10.17,3.21,8.79,0,14.6653223078481,531.662436611818,0.017351183,0.0174236411472544,0.0,0,0,12.1644266850131,2,243.98,242.95,244.51,243.7,16.59727891,14.7,1.38,1,0,0.0,26.9220404918119,0.033478056,5.93,5.2,0.00695557554615049,7.0,1680.0,1.995,7.321000000000001,109.2,0.007444022,57.3,57.1,52.4,44760.0,5.367739673,35100.0,786.0
1986-11-03,10.16,3.21,8.7,0,14.776096128209698,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.256808972900501,1,245.8,243.93,245.8,243.97,16.72108844,14.7,1.46,1,0,0.0,27.1147986969867,0.033234852999999995,6.0,5.21,0.000991688240491258,7.0,1680.0,1.8940000000000001,7.275,109.28,0.007444022,57.3,57.1,52.4,30720.0,5.742983175,48120.0,784.0
1986-11-04,10.1,3.21,8.72,0,14.8015192169875,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.2783953534809,0,246.2,244.42,246.43,245.8,16.74829932,14.7,1.38,0,1,0.0,27.1508322321942,0.033185531000000004,5.94,5.25,0.0032216623676199303,7.0,1680.0,1.9,7.28,109.12,0.007444022,57.3,57.1,52.4,31980.0,5.744728427,52980.0,782.0
1986-11-05,10.09,3.21,8.71,0,14.8257434243766,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.2989872083609,0,246.58,245.21,247.05,246.09,16.77414966,14.7,1.38,0,0,0.0,27.1846272775345,0.033139057,6.55,5.26,-9.925859718030441e-05,7.0,1680.0,1.8530000000000002,7.242999999999999,109.32,0.007444022,57.3,57.1,52.4,31260.0,7.235678628,36060.0,779.0
1986-11-06,10.06,3.21,8.74,0,14.784428157832401,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.2652144554811,0,245.87,244.3,246.9,246.54,16.72585034,14.7,1.32,0,0,0.0,27.0983022659235,0.033239433,6.07,5.26,-0.0119971666500868,7.0,1680.0,1.923,7.3229999999999995,109.02,0.007444022,57.3,57.1,52.4,39900.0,7.928161726,34620.0,777.0
1986-11-07,10.09,3.21,8.79,0,14.779766147913401,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.2618670276073,0,245.77,244.92,246.13,245.85,16.68499661,14.73,1.3,0,0,0.0,27.079246883565997,0.03325764,5.94,5.32,-0.00551514285596449,7.0,1680.0,1.895,7.44,108.93,0.007444022,54.5,56.9,51.2,40440.0,4.643835126,50700.0,780.0
1986-11-10,10.13,3.21,8.79,0,14.8027675566975,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.281469277165801,0,246.13,244.68,246.22,245.75,16.70943652,14.73,1.34,0,0,0.0,27.110859909727395,0.033213671,5.99,5.42,-0.012267719025706999,7.0,1680.0,1.784,7.332000000000001,108.34,0.007444022,54.5,56.9,51.2,43800.0,3.8849272389999996,53880.0,787.0
1986-11-11,10.14,3.21,8.79,0,14.8612591454111,531.662436611818,0.017351183,0.0174236411472544,0.0,0,1,12.3305141580183,0,247.08,246.12,247.1,246.15,16.77393075,14.73,1.35,0,0,0.0,27.2073867108729,0.033090625,5.99,5.42,-0.04290962500222,7.0,1680.0,,,108.0,0.007444022,54.5,56.9,51.2,30780.0,3.1660575630000003,54000.0,786.0
1986-11-12,10.15,3.21,8.78,0,14.8361475894484,531.662436611818,0.017351183,0.0137301928119022,0.0,0,1,12.3101977021011,0,246.64,245.68,247.67,247.06,16.74405974,14.73,1.37,0,0,-0.0029547586682817,27.1508627482741,0.033154324,5.99,5.4,-0.0374144873731826,7.0,1680.0,1.801,7.305,107.38,0.007444022,54.5,56.9,51.2,47640.0,4.931176123999999,31560.0,781.0
1986-11-13,10.11,3.21,8.76,0,14.6197262411084,531.662436611818,0.017351183,0.0137301928119022,0.0,0,1,12.131159643949001,0,243.02,242.98,246.66,246.63,16.49830278,14.73,1.35,0,0,-0.00221606900121128,26.7445641171432,0.033652923,5.94,5.4,-0.00432735947706385,7.0,1680.0,1.8,7.314,107.21,0.007444022,54.5,56.9,51.2,54000.0,6.479797831,30720.0,780.0
1986-11-14,10.11,3.21,8.73,0,14.683422633271,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.206684923220598,0,244.5,241.96,244.51,243.01,16.598778,14.73,1.38,0,0,-2.41545930226295e-05,26.850774734301602,0.033453922999999997,5.89,5.4,0.00521391884798457,7.0,1680.0,1.7480000000000002,7.261,106.92,0.007444022,54.5,56.9,51.2,32160.0,6.495059577,54000.0,779.0
1986-11-17,10.11,3.21,8.67,0,14.607300259325,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.143927893034999,0,243.21,242.29,244.8,244.5,16.51120163,14.73,1.44,0,0,0.00035122888876823997,26.7013790943136,0.033636096000000004,6.14,5.4,0.0169401587894959,7.0,1680.0,1.686,7.202999999999999,107.57,0.007444022,54.5,56.9,51.2,31680.0,9.753874802,43260.0,778.0
1986-11-18,10.07,3.21,8.67,0,14.2224235995085,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,11.824512592403801,1,236.78,236.65,243.23,243.2,16.07467753,14.73,1.4,0,0,0.000726612370559109,25.988184185226697,0.034554378,6.02,5.35,0.0466268050177868,7.0,1680.0,1.7630000000000001,7.247000000000001,107.38,0.007444022,54.5,56.9,51.2,53940.0,15.38843756,30720.0,778.0
1986-11-19,10.07,3.21,8.66,0,14.2765977168292,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,11.8701055371012,2,237.66,235.51,237.94,236.77,16.13441955,14.73,1.41,0,0,0.00036330618527955497,26.0774530655486,0.034431274,7.13,5.33,0.0453206325624575,7.0,1648.0,1.7080000000000002,7.15,107.22,0.007444022,54.5,56.9,51.2,32700.0,10.64172314,52980.0,774.0
1986-11-20,10.05,3.21,8.63,0,14.541651230802099,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.0910143861725,3,242.05,237.66,242.05,237.66,16.43245078,14.73,1.42,0,0,0.0,26.5515275104908,0.033811557,6.16,5.38,0.0288157867473703,7.0,1648.0,1.682,7.207000000000001,107.54,0.007444022,54.5,56.9,51.2,30660.0,7.505628247000001,54000.0,770.0
1986-11-21,10.02,3.39,8.62,0,14.7719045944979,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.2829828066066,4,245.86,241.97,246.38,242.03,16.69110659,14.73,1.4,0,0,0.0,26.9615724361588,0.033292433999999996,5.96,5.36,0.0125109024429833,7.0,1648.0,1.6580000000000001,7.15,107.97,0.007444022,54.5,56.9,51.2,30840.0,12.28761822,45480.0,766.0
1986-11-24,10.01,3.39,8.58,0,14.8688036400055,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.3640674829394,5,247.45,245.21,248.0,245.86,16.79904956,14.73,1.43,1,0,0.0,27.127936274411898,0.033083323,5.98,5.38,0.0257426843444376,7.0,1648.0,1.6130000000000002,7.087999999999999,107.71,0.007444022,54.5,56.9,51.2,31560.0,9.180150694,36660.0,762.0
1986-11-25,9.99,3.39,8.54,0,14.913437949754698,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.401692621328499,4,248.17,246.3,248.18,247.44,16.847929399999998,14.73,1.45,1,0,0.0,27.1988258734148,0.032992137000000005,5.98,5.39,0.0222463209758271,7.0,1648.0,1.6280000000000001,7.154,106.48,0.007444022,54.5,56.9,51.2,41640.0,7.167276102000001,53520.0,758.0
1986-11-26,9.99,3.39,8.54,0,14.9508674676268,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.4333260416977,3,248.77,247.73,248.9,248.14,16.88866259,14.73,1.45,1,0,0.0,27.2565044753832,0.03291735,5.99,5.39,0.0166361325710102,7.0,1648.0,1.6019999999999999,7.127000000000001,106.6,-0.033496433,54.5,56.9,51.2,48360.0,5.975148667000001,31980.0,750.0
1986-11-28,9.99,3.39,8.53,0,14.9792870602117,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.457468773065699,2,249.22,248.07,249.22,248.82,16.91921249,14.73,1.46,1,0,0.0,27.297704333737997,0.032862052999999995,6.03,5.39,0.007411327874119421,7.0,1648.0,1.6119999999999999,7.136,105.91,-0.033496433,54.5,56.9,51.2,53040.0,4.527774852,31260.0,738.0
1986-12-01,10.0,3.39,8.55,0,14.9704424519582,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.450623500992698,1,249.05,245.72,249.22,249.22,16.90767142,14.73,1.45,1,0,0.0,27.271000761051397,0.032888627999999996,6.38,5.42,0.00805458123465813,7.0,1648.0,1.5919999999999999,7.14,105.72,-0.033496433,54.5,56.9,51.2,31740.0,11.6063642,30720.0,736.0
1986-12-02,10.0,3.39,8.54,0,15.2693875007023,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.699738726421002,0,254.0,249.05,254.0,249.06,17.2437203,14.73,1.46,0,0,0.0,27.804582406677103,0.03225175,6.54,5.41,-0.0191358943286886,7.0,1648.0,1.537,7.074,106.1,-0.033496433,54.5,56.9,51.2,30660.0,14.08504014,54000.0,730.0
1986-12-03,10.0,3.39,8.52,0,15.261768072021999,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.693891634087601,0,253.85,253.24,254.87,254.0,17.233537,14.73,1.48,0,0,0.0,27.7797391857602,0.032274872,6.72,5.41,-0.0118280582325569,7.0,1648.0,1.48,7.057,105.8,-0.033496433,54.5,56.9,51.2,34860.0,10.26378394,48600.0,722.0
1986-12-04,9.98,3.39,8.51,0,15.2144625011856,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.655040139607902,0,253.04,252.88,254.42,253.85,17.17854718,14.73,1.47,0,0,0.0,27.682744943333397,0.032382263,6.14,5.4,-0.019811041616819,7.0,1648.0,1.4969999999999999,6.968999999999999,107.04,-0.033496433,54.5,56.9,51.2,54000.0,7.135887045,48180.0,718.0
1986-12-05,9.97,3.39,8.47,0,15.103407016136101,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.5631748156111,0,251.17,250.71,253.89,253.05,17.05159538,14.73,1.5,0,0,0.0,27.4699614024955,0.032627777999999996,5.94,5.44,-0.0157012996883088,7.0,1648.0,1.527,7.0920000000000005,107.18,-0.033496433,54.5,56.9,51.2,52920.0,10.05574391,31380.0,713.0
1986-12-08,10.02,3.39,8.46,0,15.1041862475587,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.564331995857199,0,251.16,248.82,252.36,251.16,17.0509165,14.73,1.56,0,0,0.0,27.460672959559396,0.032633501,6.02,5.51,-0.0121911931345121,7.0,1648.0,1.401,7.042999999999999,107.34,-0.033496433,54.5,56.9,51.2,45120.0,12.78664126,50580.0,710.0
1986-12-09,9.98,3.39,8.47,0,14.9924967339679,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.471942177395599,0,249.28,249.25,251.27,251.16,16.92328581,14.73,1.51,0,0,0.0,27.2470754545882,0.032884071,5.95,5.48,0.0026665990910420003,7.0,1648.0,1.426,7.056,107.65,-0.033496433,54.5,56.9,51.2,53640.0,5.448465777000001,31800.0,709.0
1986-12-10,9.97,3.39,8.48,0,15.094915060097302,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.5576535157283,0,250.96,248.94,251.53,249.28,17.03733876,14.73,1.49,0,0,0.0,27.4225421389687,0.032668363,5.86,5.49,-0.0140169097926159,7.0,1648.0,1.425,7.034,107.26,-0.033496433,54.5,56.9,51.2,31020.0,10.35694214,49320.0,708.0
1986-12-11,9.95,3.39,8.48,0,14.928461809863801,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.419704199995198,0,248.17,247.15,250.98,250.97,16.847929399999998,14.73,1.47,0,0,0.0,27.109728790914303,0.033040108,5.86,5.49,-0.00599252941715257,7.0,1648.0,1.474,7.082000000000001,107.45,-0.033496433,54.5,56.9,51.2,43680.0,11.66664826,30720.0,706.0
1986-12-12,9.95,3.39,8.5,0,14.880427186711199,531.238125010372,0.017351183,0.0155467237383,0.0,0,1,12.380327408642001,0,247.35,247.02,248.31,248.17,16.690283400000002,14.82,1.45,0,0,0.0,27.0122728275931,0.033154293,5.93,5.49,0.009197527598490459,7.0,1648.0,1.501,7.117999999999999,107.32,-0.033496433,54.5,56.9,51.2,49380.0,4.066916965,32520.0,706.0
1986-12-15,9.98,3.39,8.52,0,14.933459749524697,534.208306220494,0.017351183,0.0155467237383,0.0,0,1,12.4250324528969,0,248.21,244.92,248.23,247.31,16.74831309,14.82,1.46,0,1,0.0,27.0982557073879,0.033044056,6.53,5.5,0.0017915470568064602,7.0,1648.0,1.4409999999999998,7.135,107.56,-0.033496433,54.5,56.9,51.2,41640.0,9.187824693,54000.0,706.0
1986-12-16,9.98,3.39,8.51,0,15.0448652135276,534.208306220494,0.017351183,0.0109490144896709,0.0,0,1,12.5183002727595,0,250.04,247.4,250.04,248.21,16.87179487,14.82,1.47,0,0,-0.0036781673989033,27.289984730102,0.032806814,6.48,5.58,-0.0152900362982557,7.0,1598.0,1.3730000000000002,7.108,107.82,-0.033496433,54.5,56.9,51.2,37320.0,7.868539899,53820.0,705.0
1986-12-17,9.97,3.39,8.51,0,14.896934494578499,534.208306220494,0.017351183,0.0109490144896709,0.0,0,1,12.3957995051635,0,247.56,247.19,250.04,250.01,16.70445344,14.82,1.46,0,0,-0.00275862554917747,27.011440470008203,0.033140114,7.46,5.64,-0.0036612138164208797,7.0,1598.0,1.335,7.1,107.57,-0.033496433,54.5,56.9,51.2,51420.0,5.136085754,30660.0,700.0
1986-12-18,9.98,3.39,8.52,0,14.8243982168561,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.3584045345514,0,246.78,246.46,247.81,247.56,16.65182186,14.82,1.46,0,0,-0.000388494000106831,26.869815540187997,0.033249524,6.44,5.6,0.000180250595793855,7.0,1598.0,1.358,7.091,107.21,-0.033496433,54.5,56.9,51.2,53940.0,7.472574425,48360.0,699.0
1986-12-19,9.98,3.39,8.5,0,15.002925760215199,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.5078038016413,1,249.73,245.89,249.96,246.79,16.85087719,14.82,1.48,0,0,0.000168400424782788,27.183071512218,0.03286184,6.22,5.51,-0.0208559906450099,7.0,1598.0,1.454,7.082000000000001,106.8,-0.033496433,54.5,56.9,51.2,52620.0,10.45543057,38460.0,696.0
1986-12-22,9.95,3.39,8.49,0,14.945361892655999,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.4603877176596,2,248.75,247.45,249.73,249.73,16.78475034,14.82,1.46,0,0,0.000725294849672408,27.068532949570304,0.032996411,6.48,5.53,-0.0222481421648742,7.0,1598.0,1.431,7.0729999999999995,106.09,-0.033496433,54.5,56.9,51.2,52620.0,5.839319428,30720.0,694.0
1986-12-23,9.99,3.39,8.47,0,14.801862289577599,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.341333704976599,3,246.34,245.85,248.75,248.75,16.62213225,14.82,1.52,0,0,0.00036264742483620496,26.7985968390781,0.033324377,6.39,5.55,-0.0174568542188043,7.0,1598.0,1.3230000000000002,7.068,105.61,-0.033496433,54.5,56.9,51.2,54000.0,6.140853065,30660.0,694.0
1986-12-24,9.99,3.39,8.46,0,14.827797030245302,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.3635421861635,4,246.75,246.02,247.22,246.34,16.64979757,14.82,1.53,0,0,0.0,26.8354935279703,0.033274151,6.23,5.57,-0.00160597785497824,7.0,1598.0,1.355,7.068,105.45,-0.033496433,54.5,56.9,51.2,30960.0,4.650428205,45600.0,694.0
1986-12-26,9.98,3.32,8.44,0,14.839311838527902,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.3737283320165,5,246.92,246.73,247.09,246.75,16.66126856,14.82,1.54,1,0,0.0,26.846271448566497,0.033256385,6.42,5.57,0.0207221454252743,7.0,1598.0,1.3419999999999999,7.064,,-0.024224095,54.5,56.9,51.2,33960.0,1.605801239,49680.0,694.0
1986-12-29,9.96,3.32,8.45,0,14.7053785848171,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.262644087877,4,244.67,244.31,246.92,246.9,16.50944669,14.82,1.51,1,0,0.0,26.5940986920312,0.033567402999999996,8.38,5.67,0.0322079913256135,7.0,1598.0,1.339,7.178999999999999,104.65,-0.024224095,54.5,56.9,51.2,53220.0,4.838168566,30660.0,696.0
1986-12-30,9.92,3.32,8.5,0,14.628523628314099,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.1991578868364,3,243.37,243.04,244.67,244.66,16.4217274,14.82,1.42,1,0,0.0,26.445353616164898,0.033751926,16.17,5.69,0.0475653371215478,7.0,1598.0,1.3619999999999999,7.2010000000000005,104.79,-0.024224095,54.5,56.9,51.2,36600.0,5.433288235,30720.0,697.0
1986-12-31,9.98,3.32,8.53,0,14.557665555727699,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.1406755965182,2,242.17,241.28,244.03,243.37,16.34075574,14.82,1.45,1,0,0.0,26.3076061039253,0.033924417000000005,14.35,5.67,0.0601485289104652,7.0,1598.0,1.416,7.223,103.59,-0.024224095,54.5,56.9,51.2,53820.0,6.470769838,32880.0,699.0
1987-01-02,9.99,3.32,8.49,0,14.816244358566802,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.356915336670802,1,246.45,242.17,246.45,242.17,16.62955466,14.82,1.5,1,0,0.0,26.764906725071697,0.033341545,6.46,5.55,0.0482063006037751,7.0,1598.0,1.444,7.1339999999999995,103.58,-0.024224095,54.5,56.9,51.2,30660.0,9.21463685,52920.0,699.0
1987-01-05,9.97,3.32,8.44,0,15.162648166359197,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.6463882199493,0,252.19,246.45,252.57,246.45,17.0168691,14.82,1.53,0,0,0.0,27.3802251853989,0.032588808,6.86,5.55,0.0312289784004512,7.0,1598.0,1.402,7.053999999999999,104.13,-0.024224095,54.5,56.9,51.2,30660.0,9.122126392,53040.0,703.0
1987-01-06,9.9,3.32,8.41,0,15.199446221884198,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.6776460541117,0,252.78,252.14,253.99,252.2,17.05668016,14.82,1.49,0,0,0.0,27.4361899548078,0.032518866,6.56,5.51,0.0275365919660429,7.0,1598.0,1.443,7.063,103.54,-0.024224095,54.5,56.9,51.2,46200.0,7.088812524,42780.0,710.0
1987-01-07,9.86,3.32,8.4,0,15.354113029756501,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.8072076741029,0,255.33,252.65,255.72,252.78,17.22874494,14.82,1.46,0,0,0.0,27.704689562052398,0.032200159,6.2,5.43,0.0277841807872301,7.0,1598.0,1.444,7.001,104.02,-0.024224095,54.5,56.9,51.2,31260.0,7.898299889,53340.0,720.0
1987-01-08,9.82,3.32,8.37,0,15.473323330109501,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.907192148595,0,257.29,254.97,257.29,255.36,17.36099865,14.82,1.45,0,0,0.0,27.9089503848694,0.031960878,5.98,5.43,0.0309210963275392,7.0,1598.0,1.4769999999999999,7.053999999999999,103.62,-0.024224095,55.4,57.0,50.5,32220.0,7.798837027,54000.0,740.0
1987-01-09,9.76,3.32,8.36,0,15.5612779779071,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,12.981097311828899,0,258.73,256.11,259.2,257.26,17.45816464,14.82,1.4,0,0,0.0,28.0566425862962,0.031787288999999996,5.93,5.38,0.0283086735475478,6.7,1598.0,1.479,6.992000000000001,103.78,-0.024224095,55.4,57.0,50.5,33240.0,5.813523793,51480.0,766.0
1987-01-12,9.74,3.32,8.34,0,15.657066351252801,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,13.061534357409899,0,260.3,257.92,261.36,258.72,17.56410256,14.82,1.4,0,0,0.0,28.2182756270078,0.031599833,6.22,5.37,0.0336819568639824,6.7,1598.0,1.527,7.053999999999999,102.71,-0.024224095,55.4,57.0,50.5,31620.0,6.1599585260000005,49860.0,788.0
1987-01-13,9.72,3.32,8.32,0,15.6373720944965,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,13.0456384563567,0,259.95,259.21,260.45,260.3,17.54048583,14.82,1.4,0,0,0.0,28.1717515789476,0.031646653999999996,6.19,5.36,0.0339151474157474,6.7,1598.0,1.6159999999999999,7.08,101.86,-0.024224095,55.4,57.0,50.5,31740.0,5.304977475,43020.0,789.0
1987-01-14,9.72,3.32,8.32,0,15.800561338580899,534.208306220494,0.017351183,0.0127622516138519,0.0,0,1,13.182303463136599,0,262.64,259.62,262.72,259.95,17.721997299999998,14.82,1.4,0,0,0.0,28.454500784551502,0.031326754,5.89,5.35,0.0191576626344463,6.7,1598.0,1.626,7.0889999999999995,100.03,-0.024224095,55.4,57.0,50.5,31680.0,7.767746612000001,43080.0,803.0
1987-01-15,9.72,3.32,8.34,0,15.9734043277195,534.208306220494,0.017351183,0.008185584586439809,0.0,0,1,13.327016394954699,0,265.49,262.64,266.68,262.65,17.91430499,14.82,1.38,0,0,-0.0036613336219296897,28.754285908881002,0.030994651,6.01,5.36,0.0307801701063818,6.7,1598.0,1.55,7.053999999999999,100.18,-0.024224095,55.4,57.0,50.5,30720.0,8.664759956000001,51360.0,814.0
1987-01-16,9.69,3.32,8.34,0,15.964522791773401,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.3683459194188,0,266.28,264.31,267.24,265.46,17.96761134,14.82,1.35,0,0,0.000147312159703183,28.726845017607197,0.030907465,5.97,5.33,0.0138064093455698,6.7,1598.0,1.5419999999999998,7.013999999999999,100.26,-0.024224095,55.4,57.0,50.5,36420.0,11.33604518,32220.0,827.0
1987-01-19,9.67,3.32,8.32,0,16.1494220188792,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.523643919045998,0,269.34,264.0,269.34,266.26,18.17408907,14.82,1.35,0,0,0.000339317471147993,29.0478505637773,0.030561036,5.97,5.33,0.0005712791049302231,6.7,1598.0,,,99.28,-0.024224095,55.4,57.0,50.5,32220.0,9.868038547000001,53280.0,852.0
1987-01-20,9.67,3.32,8.33,0,16.132872060299402,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.5102545070751,0,269.04,267.65,271.03,269.34,18.15384615,14.82,1.34,0,0,0.000531322782592802,29.0064153940781,0.030599834,6.13,5.3,0.0169282035943258,6.7,1598.0,1.6,7.001,100.01,-0.024224095,55.4,57.0,50.5,50280.0,12.85324117,32700.0,858.0
1987-01-21,9.64,3.32,8.3,0,16.0623450682492,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.4516685591126,1,267.84,267.35,270.87,269.04,18.07287449,14.82,1.34,0,0,0.000723328094037612,28.8680593435963,0.030741671,6.07,5.31,0.0274075283606187,6.7,1802.0,1.52,6.983,100.2,-0.024224095,55.4,57.0,50.5,31380.0,9.984257662000001,37260.0,854.0
1987-01-22,9.64,3.32,8.29,0,16.4278245408373,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.7581948908713,2,273.91,267.32,274.05,267.84,18.48245614,14.82,1.35,0,0,0.0,29.512849692463003,0.030065054,6.08,5.38,0.000779414218195873,6.7,1802.0,1.4909999999999999,7.005,99.12,-0.024224095,55.4,57.0,50.5,31020.0,13.4028894,54000.0,853.0
1987-01-23,9.64,2.85,8.32,0,16.200759571835498,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.568499137898199,3,270.1,268.41,280.96,273.91,18.22537112,14.82,1.32,0,0,0.0,29.0932023568571,0.030493997000000002,6.02,5.4,0.0142038054707964,6.7,1802.0,1.548,7.093,99.31,-0.024224095,55.4,57.0,50.5,49860.0,42.29753476,45600.0,863.0
1987-01-26,9.64,2.85,8.33,0,16.172806356472098,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.545560432249598,4,269.61,267.73,270.4,270.1,18.19230769,14.82,1.31,0,0,0.0,29.0313376041088,0.030554275,6.14,5.49,0.0246285526480508,6.7,1802.0,1.5330000000000001,7.132999999999999,99.47,-0.026748959,55.4,57.0,50.5,32880.0,11.67738633,43920.0,864.0
1987-01-27,9.67,2.85,8.4,0,16.4226065426576,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.7552361768204,5,273.75,269.61,274.31,269.61,18.47165992,14.82,1.27,1,0,0.0,29.4677311930305,0.030096977999999996,6.15,5.49,0.00772624865369445,6.7,1802.0,1.5230000000000001,7.132999999999999,98.16,-0.026748959,55.4,57.0,50.5,30660.0,13.28830172,39960.0,863.0
1987-01-28,9.68,2.85,8.4,0,16.5230584330134,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.839821346013698,4,275.4,273.03,275.71,273.75,18.58299595,14.82,1.28,1,0,0.0,29.635827963907598,0.029921412999999997,6.5,5.47,0.0148556091095983,6.7,1802.0,1.517,7.115,97.74,-0.026748959,55.4,57.0,50.5,35340.0,12.79354585,31860.0,864.0
1987-01-29,9.7,2.85,8.37,0,16.4549216301918,537.178487430616,0.017351183,0.0118022250566279,0.0,0,1,13.783204361900001,3,274.24,272.54,276.85,275.4,18.50472335,14.82,1.33,1,0,0.0,29.501584789208604,0.030052752000000002,6.22,5.48,0.0244942177158057,6.7,1802.0,1.455,7.115,98.17,-0.026748959,55.4,57.0,50.5,52200.0,11.91799781,31560.0,866.0
