,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment
2002-05-28,8.11999989,5.0,6.76,0,28.5753447642519,844.3659982108001,0.010415321,0.0151560577247905,0.9299330570000001,0,0,77.714210861376,5,1074.55,1070.31,1085.98,1083.82,44.12936345,24.35,1.35999989,1,0,0.0,38.457741911512606,0.014402885,1.88,1.722,-0.0329663458393422,6.0,1555.0,3.3768,5.1277,112.1,-0.008564266,59.9,60.3,52.4,41820.0,11.93960146,30840.0,1040.0,3.68,0.0191192676927854,20.31,3.3388,46.0375,25.0,2.0504,1268.0,47.98,0.84,0.012837999999999999,-0.014679,-0.070543,0.32
2002-05-29,8.10999966,5.0,6.74,0,28.4001280635325,844.3659982108001,0.010415321,0.0151560577247905,0.9505655590000001,0,0,77.139086150291,4,1067.66,1067.66,1074.83,1074.55,43.84640657,24.35,1.36999966,1,0,0.0,38.212466887465894,0.01462888,1.79,1.7169999999999999,-0.016214011341873003,6.0,1555.0,3.3198,5.0611,111.62,-0.008564266,59.9,60.3,52.4,54000.0,10.20808479,32640.0,1044.0,3.68,0.0196843864567433,20.39,3.3171,46.2112,25.0,1.9951,1391.0,133.33,0.7,0.012612,-0.015,-0.098053,0.29
2002-05-30,8.07999992,5.0,6.72,0,28.3282865300671,844.3659982108001,0.010415321,0.0151560577247905,0.934841681,0,0,76.923410878946,3,1064.66,1054.26,1069.5,1067.66,43.65149651,24.39,1.35999992,1,0,0.0,38.1063580788731,0.014739973,1.8,1.713,-0.0339808990623776,6.0,1555.0,3.2786,5.0198,111.17,-0.008564266,59.9,60.3,52.4,44580.0,13.58487995,35160.0,1046.0,3.68,0.0204852572675983,20.61,3.3081,45.7431,25.0,1.9724,1493.0,35.67,0.67,0.01314,-0.016531999999999998,-0.094874,0.259
2002-05-31,8.06000042,5.0,6.73,0,28.4022138009332,844.3659982108001,0.010415321,0.0151560577247905,0.933255895,0,0,77.081571881906,2,1067.14,1064.66,1079.93,1064.66,43.64580777,24.45,1.33000042,1,0,0.0,38.1963931694002,0.014677193,1.79,1.705,-0.0371940386965332,6.0,1555.0,3.3222,5.0427,111.81,-0.006756041999999999,59.9,60.3,52.4,30660.0,10.28949611,43440.0,1042.0,3.68,0.0185060804096835,19.98,3.3152,45.5583,25.0,1.9881,1916.0,76.14,0.55,0.013926,-0.016541,-0.065849,0.146
2002-06-03,8.06000042,5.0,6.72,0,27.7056973157733,844.3659982108001,0.010415321,0.0151560577247905,0.914388381,0,0,75.032678730895,1,1040.68,1039.9,1070.74,1067.14,42.51143791,24.48,1.34000042,1,0,0.0,37.2507174142678,0.015157676,1.83,1.715,-0.0063897648715033,6.0,1555.0,3.2666,4.9972,111.3,-0.006756041999999999,59.9,60.3,52.4,53940.0,16.62950175,32760.0,1042.0,3.68,0.0327068793383558,23.37,3.2299,46.257,25.0,1.9881,872.0,92.42,0.69,0.012938999999999999,-0.014596000000000001,-0.080716,0.138
2002-06-04,8.06000042,5.0,6.72,0,27.7136792617278,844.3659982108001,0.010415321,0.0151560577247905,0.9460126790000001,0,0,75.219591116765,0,1040.69,1030.52,1046.06,1040.68,42.49448755,24.49,1.34000042,0,0,0.0,37.252560299795796,0.015091948999999999,1.73,1.715,-0.0261853951171787,6.0,1555.0,3.2746,5.0262,111.09,-0.006756041999999999,59.9,60.3,52.4,43080.0,20.09872671,48720.0,1042.0,3.68,0.0338556227114545,23.89,3.2301,45.5389,25.0,1.9881,1416.0,80.01,0.67,0.013248,-0.016250999999999998,-0.090816,0.061
2002-06-05,8.05000019,5.0,6.75,0,27.9667245937743,844.3659982108001,0.010415321,0.0151560577247905,0.9929309409999999,0,0,75.924126166812,0,1049.9,1038.84,1050.11,1040.69,42.87055941,24.49,1.30000019,0,0,0.0,37.5835589194498,0.015027241,1.7,1.7180000000000002,-0.0294463721180984,6.0,1555.0,3.3056,5.0469,111.35,-0.006756041999999999,59.9,60.3,52.4,38880.0,13.62113059,53760.0,1027.0,3.68,0.0275995553858208,22.61,3.2591,45.7872,25.0,1.9702,1773.0,82.48,0.65,0.014927000000000001,-0.019805,-0.085827,0.182
2002-06-06,8.06999969,5.0,6.73,0,27.421616802637402,844.3659982108001,0.010415321,0.0151560577247905,0.9276884,1,0,74.378467407592,0,1029.15,1026.91,1049.9,1049.9,42.00612245,24.5,1.33999969,0,0,0.0,36.842339186428205,0.015279211000000001,1.75,1.705,-0.0189706619670389,6.0,1555.0,3.2539,4.9746,110.83,-0.006756041999999999,59.9,60.3,52.4,50820.0,15.54212615,30660.0,1015.0,3.68,0.0346061315713829,24.16,3.1941,46.2939,25.0,1.8980000000000001,995.0,28.01,0.82,0.014416,-0.016019,-0.087301,0.182
2002-06-07,8.02999973,5.0,6.76,0,27.386076295233103,844.3659982108001,0.010415321,0.0151560577247905,0.900669376,0,0,74.292196005015,0,1027.53,1012.49,1033.02,1029.15,41.99141806,24.47,1.26999973,0,0,0.0,36.785931810211295,0.015304419,1.73,1.7069999999999999,-0.0192883369141198,5.8,1555.0,3.3351,5.0658,110.99,-0.006756041999999999,61.8,63.0,53.1,32280.0,18.74057315,48900.0,1005.0,3.68,0.0309799555559175,23.51,3.1864,45.7074,25.0,1.9632,1794.0,67.46,0.67,0.013567,-0.018698,-0.10603599999999999,0.18
2002-06-10,8.06000042,5.0,6.72,0,27.4795343870828,844.3659982108001,0.010415321,0.0151560577247905,1.012163509,0,0,74.579761595654,0,1030.74,1025.45,1038.18,1027.53,42.89388265,24.03,1.34000042,0,0,0.0,36.9024168681499,0.015246871,1.76,1.7109999999999999,0.00331908353183167,5.8,1555.0,3.2855,5.0264,111.1,-0.006756041999999999,61.8,63.0,53.1,34380.0,17.08401786,51300.0,998.0,3.68,0.0322560760203056,23.72,3.1958,45.5035,25.0,1.9089,1636.0,42.25,0.81,0.012725,-0.015315,-0.078195,0.027999999999999997
2002-06-11,8.02000046,5.0,6.67,0,27.030352790894298,844.3659982108001,0.010415321,0.0151560577247905,0.980400904,0,0,73.300101834523,0,1013.6,1012.94,1039.04,1030.74,42.18060757,24.03,1.35000046,0,0,0.0,36.2904965976864,0.015505288,1.72,1.714,0.0287570321957341,5.8,1555.0,3.2416,4.9727,110.68,-0.006756041999999999,61.8,63.0,53.1,54000.0,14.29815458,36180.0,991.0,3.68,0.0354377241380706,24.45,3.1425,45.0191,25.0,1.844,1194.0,122.4,0.83,0.014015000000000001,-0.018262,-0.100065,0.027999999999999997
2002-06-12,7.96999979,5.0,6.67,1,27.215785497536302,844.3659982108001,0.010415321,0.0151560577247905,0.944399179,0,0,73.745828428122,0,1020.26,1002.58,1021.85,1013.6,42.47543714,24.02,1.29999979,0,0,0.0,36.5306100567635,0.015403662,1.75,1.702,-0.0009221709156484539,5.8,1555.0,3.2416,4.9624,111.0,-0.006756041999999999,61.8,63.0,53.1,39840.0,23.1268644,52680.0,984.0,3.68,0.0326181317231149,24.15,3.1653,45.0714,25.0,1.8637,1599.0,88.54,0.85,0.013325,-0.015422,-0.075237,0.027999999999999997
2002-06-13,7.98000002,5.0,6.63,0,26.938107265630304,844.3659982108001,0.010415321,0.0151560577247905,0.9986736429999999,0,0,73.005351453525,0,1009.56,1008.12,1023.47,1020.26,42.04748022,24.01,1.35000002,0,0,0.0,36.1492554513611,0.015564533,1.76,1.685,-0.00369049081288617,5.8,1555.0,3.1882,4.8987,111.15,-0.006756041999999999,61.8,63.0,53.1,53940.0,17.53390185,41280.0,978.0,3.68,0.0370516671675463,25.02,3.1322,44.9858,25.0,1.8038,1238.0,48.61,0.75,0.012465,-0.012764,-0.074496,-0.003
2002-06-14,7.94000006,5.0,6.55,0,26.8847317789674,845.476439225759,0.010415321,0.0151560577247905,0.9752944840000001,0,0,72.897514177308,0,1007.27,981.63,1009.56,1009.56,41.95210329,24.01,1.39000006,0,0,0.0,36.0690314934332,0.015606143000000001,1.75,1.675,-0.0179164935007203,5.8,1555.0,3.0966,4.7967,110.76,-0.006756041999999999,61.8,63.0,53.1,32520.0,27.44142011,49620.0,978.0,3.68,0.0392384143537616,25.96,3.1253,45.0234,25.0,1.758,1446.0,66.96,0.88,0.012702,-0.017074000000000002,-0.091414,-0.02
2002-06-17,7.849999900000001,5.0,6.55,0,27.633221863874997,845.476439225759,0.010415321,0.0151560577247905,1.054910333,0,0,74.852951135384,0,1036.17,1007.27,1036.17,1007.27,43.11985019,24.03,1.2999999,0,0,0.0,37.064074268343504,0.015189612,1.82,1.69,-0.0391632529484357,5.8,1555.0,3.1231,4.8435,110.8,-0.006756041999999999,61.8,63.0,53.1,30660.0,11.48885607,54000.0,978.0,3.68,0.0317801774124519,24.64,3.213,45.9828,25.0,1.775,2384.0,119.31,0.6,0.012512,-0.012144,-0.05387,0.192
2002-06-18,7.86000013,5.0,6.59,0,27.6670338815802,845.476439225759,0.010415321,0.0151560577247905,1.10879254,0,0,75.464023522302,0,1037.14,1030.92,1040.83,1036.17,43.1422629,24.04,1.27000013,0,0,0.0,37.100260739775294,0.015187178,1.71,1.692,-0.069994370099756,5.8,1733.0,3.1124,4.8333,110.2,-0.006756041999999999,61.8,63.0,53.1,31140.0,13.55845259,39480.0,981.0,3.68,0.0293797260330209,24.24,3.2158,45.8807,25.0,1.7649,1656.0,71.98,0.77,0.013279,-0.012072,-0.057445,0.253
2002-06-19,7.900000099999999,5.0,6.52,0,27.217346071546103,845.476439225759,0.010415321,0.0151560577247905,1.072506772,0,0,73.702690210648,1,1019.99,1017.88,1037.61,1037.14,42.42886855,24.04,1.3800001,0,0,0.0,36.4886709273286,0.015212816,1.69,1.67,-0.0447383097374545,5.8,1733.0,3.0253,4.7257,109.67,-0.006756041999999999,61.8,63.0,53.1,52440.0,16.55230491,39240.0,984.0,3.68,0.0377591205045757,26.06,3.1623,45.5188,25.0,1.6798,1195.0,108.29,0.68,0.012417000000000001,-0.021095,-0.099944,0.132
2002-06-20,7.82000017,5.0,6.57,0,26.8594741276227,845.476439225759,0.010415321,0.0112045990128626,1.066748753,0,0,72.76091904798801,2,1006.29,1004.59,1023.33,1019.99,41.84158004,24.05,1.25000017,0,0,-0.00316116696954225,36.000596323930296,0.015412186999999999,1.75,1.69,-0.0145295910327691,5.8,1733.0,3.0780000000000003,4.7885,108.94,-0.006756041999999999,61.8,63.0,53.1,52920.0,17.74589892,32520.0,988.0,3.68,0.044714270009399,27.48,3.1206,45.5616,25.0,1.7427,1195.0,36.65,0.83,0.013547,-0.017211,-0.094441,0.064
2002-06-21,7.900000099999999,5.6,6.52,0,26.4093179884245,845.476439225759,0.010415321,0.0112045990128626,1.049011979,0,0,71.627197375501,3,989.14,985.65,1006.29,1006.29,41.24854045,23.98,1.3800001,0,0,-0.00237087522715669,35.3892166989358,0.015676264,1.74,1.6780000000000002,-0.00356237197872915,5.8,1733.0,3.0558,4.7661,108.19,-0.006756041999999999,61.8,63.0,53.1,53520.0,17.55020812,33060.0,993.0,3.68,0.0427492618495811,27.23,3.0662,45.8764,25.0,1.7018,1352.0,71.26,1.16,0.013718000000000001,-0.017418,-0.085518,0.064
2002-06-24,7.84000015,5.6,6.57,0,26.512628017726303,845.476439225759,0.010415321,0.0112045990128626,0.911451892,0,0,72.002362862197,4,992.72,970.85,1002.11,989.14,41.69340613,23.81,1.27000015,0,0,-0.0015805834847711301,35.519452245962896,0.01560852,1.77,1.692,-0.028481154381005,5.8,1733.0,3.1068,4.8272,108.2,-0.006756041999999999,61.8,63.0,53.1,42780.0,24.64335238,49020.0,997.0,3.68,0.0386762771807216,26.98,3.0717,45.8346,25.0,1.7367,1302.0,81.07,0.66,0.013807,-0.01529,-0.06915299999999999,0.064
2002-06-25,7.900000099999999,5.6,6.58,0,26.0774209752398,845.476439225759,0.010415321,0.0112045990128626,0.893329974,0,0,70.386274205135,5,976.14,974.21,1005.88,992.72,40.99706006,23.81,1.3200001000000001,1,1,-0.000790291742385563,34.9285154440434,0.01586545,1.75,1.69,-0.0272387714002303,5.8,1733.0,3.0961,4.817,107.57,-0.006756041999999999,61.8,63.0,53.1,53160.0,22.12562555,34800.0,1000.0,3.68,0.0412228223365718,27.84,3.0205,46.0013,25.0,1.7021,1403.0,76.24,0.65,0.015409,-0.015038999999999999,-0.066925,0.003
2002-06-26,7.90999985,5.6,6.52,0,26.0151913648107,845.476439225759,0.010415321,0.0112045990128626,0.909125165,0,0,70.501711015943,4,973.53,952.92,977.43,976.14,40.64843424,23.95,1.38999985,1,0,0.0,34.836977142699,0.016382217,1.78,1.662,-0.0232063141864645,5.8,1733.0,3.0516,4.7417,106.56,-0.01157897,61.8,63.0,53.1,31860.0,37.2278083,52140.0,1003.0,3.68,0.0383012171133304,28.42,3.0146,45.7879,25.0,1.7336,1328.0,71.68,0.86,0.011929,-0.021753,-0.12723900000000002,-0.03
2002-06-27,7.86999989,5.6,6.61,0,26.4800401221976,845.476439225759,0.010415321,0.0112045990128626,0.997421573,0,0,71.735418077976,3,990.64,963.74,990.67,973.53,41.36283925,23.95,1.25999989,1,0,0.0,35.4509592414734,0.016088478,1.81,1.66,-0.00153885588620063,5.8,1733.0,3.1309,4.821000000000001,106.37,-0.01157897,61.8,63.0,53.1,37560.0,26.19078438,54000.0,1006.0,3.68,0.0239419213268251,26.29,3.0685,46.0662,25.0,1.7719999999999998,2000.0,195.34,0.55,0.013153,-0.0203,-0.106795,0.031
2002-06-28,7.98000002,5.6,6.61,0,26.465455095490398,845.476439225759,0.010415321,0.0112045990128626,1.07684732,0,0,71.396328082682,2,989.81,988.31,1001.79,990.64,41.2764804,23.98,1.37000002,1,0,0.0,35.422979716377895,0.016100019,1.73,1.659,-0.009365553330130541,5.8,1733.0,3.1169,4.7965,106.11,-0.01157897,61.8,63.0,53.1,30840.0,16.91692801,33720.0,1005.0,3.68,0.0191601426283918,25.4,3.0629,45.8684,25.0,1.729,2118.0,150.69,0.56,0.012913999999999998,-0.01593,-0.090271,0.031
2002-07-01,7.98999977,5.6,6.61,0,25.905804045109402,845.476439225759,0.010415321,0.0112045990128626,1.066043406,0,0,70.00389766037,1,968.65,967.43,994.46,989.82,36.76091082,26.35,1.37999977,1,0,0.0,34.6676164418029,0.016451721000000002,1.83,1.6769999999999998,-0.0151788223948093,5.8,1733.0,3.0802,4.7802,106.51,-0.01157897,61.8,63.0,53.1,54000.0,19.83052836,31980.0,1005.0,3.68,0.0271687457379919,27.11,2.9955,46.1964,25.0,1.7127,1133.0,128.21,0.73,0.013219,-0.015033000000000001,-0.086974,-0.037000000000000005
2002-07-02,7.98999977,5.6,6.56,0,25.361928416592498,845.476439225759,0.010415321,0.0112045990128626,1.018576143,0,0,68.517678030784,0,948.09,945.54,968.65,968.65,35.96699545,26.36,1.42999977,0,0,0.0,33.933653023858106,0.017024196000000002,1.72,1.682,-0.0308003000210283,5.8,1733.0,3.0147,4.7254,106.8,-0.01157897,61.8,63.0,53.1,44340.0,26.26305288,32220.0,1004.0,3.68,0.0360794263030273,28.96,2.9314,46.5895,25.0,1.6729,786.0,82.09,0.91,0.01346,-0.019948,-0.10532799999999999,-0.083
2002-07-03,7.94999981,5.6,6.55,0,25.525777791398397,845.476439225759,0.010415321,0.0112045990128626,0.994051282,1,0,68.907270683882,0,953.99,934.87,954.3,948.09,36.19081942,26.36,1.39999981,0,0,0.0,34.1467596369111,0.016795888999999998,1.71,1.682,-0.0283613093928527,5.8,1733.0,3.0534,4.7639,107.05,-0.007462720999999999,61.8,63.0,53.1,37740.0,20.92022027,53940.0,1002.0,3.68,0.0389807448397564,29.42,2.9493,46.3441,25.0,1.7116,1232.0,50.89,0.81,0.013993,-0.018915,-0.102077,-0.083
2002-07-05,7.94999981,5.6,6.62,0,26.4695784375401,845.476439225759,0.010415321,0.0112045990128626,1.007706733,0,0,71.648840650236,0,989.03,953.99,989.07,953.99,37.52010622,26.36,1.32999981,0,0,0.0,35.402599650836,0.016205353,1.72,1.685,-0.078419322522701,5.9,1733.0,3.1458,4.856,107.74,-0.007462720999999999,61.8,63.0,53.1,30660.0,14.04794946,43200.0,1004.0,3.68,0.0255974368632444,27.11,3.0574,47.4876,25.0,1.8017,2303.0,83.61,0.52,0.014499000000000001,-0.014383000000000002,-0.067525,0.039
2002-07-08,8.05000019,5.6,6.6,0,26.153244416016502,845.476439225759,0.010415321,0.0112045990128626,0.931156546,0,0,70.754223583497,0,976.98,972.91,993.56,989.03,37.0629742,26.36,1.45000019,0,0,0.0,34.9727503939992,0.016663083999999998,1.75,1.69,-0.0605332556817112,5.9,1733.0,3.0741,4.7945,106.21,-0.007462720999999999,61.8,63.0,53.1,52740.0,21.76951971,31140.0,1005.0,3.68,0.0309215326366936,28.25,3.0210000000000004,47.6329,25.0,1.6577,1481.0,43.58,0.84,0.012061,-0.017037,-0.093558,-0.022000000000000002
2002-07-09,8.02999973,5.6,6.56,0,25.512769408210698,845.476439225759,0.010415321,0.0112045990128626,0.938611582,0,0,68.972199786621,0,952.83,951.71,979.63,976.98,36.14681335,26.36,1.46999973,0,0,0.0,34.1098733105355,0.017167428000000002,1.72,1.683,-0.0544887414275282,5.9,1733.0,3.0043,4.7252,105.65,-0.007462720999999999,61.8,63.0,53.1,53880.0,21.49898222,31260.0,1006.0,3.68,0.0429868827495257,30.22,2.9469,48.3018,25.0,1.6055,1241.0,59.31,0.71,0.013174000000000002,-0.014685,-0.096302,0.008
2002-07-10,7.96999979,5.6,6.51,1,24.6521228425799,845.476439225759,0.010415321,0.0112045990128626,0.967419768,0,0,66.461499834551,0,920.47,920.29,956.34,952.83,34.95898215,26.33,1.45999979,0,0,0.0,32.9534625692097,0.017597445,1.74,1.6869999999999998,-0.0154220777879407,5.9,1733.0,2.9015,4.6121,106.08,-0.007462720999999999,61.8,63.0,53.1,54000.0,28.16916263,30660.0,1007.0,3.68,0.0656419917975995,34.1,2.8489999999999998,48.788999999999994,25.0,1.6052,779.0,80.22,0.72,0.013806,-0.016346,-0.084276,0.037000000000000005
2002-07-11,7.86999989,5.6,6.5,0,24.842773494805897,845.476439225759,0.010415321,0.0112045990128626,0.9804385659999999,0,0,67.002599739595,0,927.37,900.94,929.16,920.47,35.20766894,26.34,1.36999989,0,0,0.0,33.202638747311504,0.017265137,1.76,1.682,-0.056468166344743,5.9,1733.0,2.9257,4.6362,105.91,-0.007462720999999999,61.8,63.0,53.1,40680.0,40.12665234,52860.0,1005.0,3.68,0.0585692704477698,33.85,2.8701,48.591,25.0,1.6741,1238.0,43.93,0.73,0.012851,-0.017626,-0.091272,0.032
2002-07-12,7.86999989,5.6,6.49,0,24.688387948475103,845.476439225759,0.010415321,0.0112045990128626,0.835172327,0,0,66.266700261403,0,921.39,913.71,934.31,927.37,34.96736243,26.35,1.37999989,0,0,0.0,32.9909657547459,0.01710838,1.71,1.672,-0.0812531220554313,5.9,1733.0,2.8717,4.5718,105.89,-0.007462720999999999,61.8,63.0,53.1,49980.0,28.15417239,35940.0,1004.0,3.68,0.0500060964881985,32.94,2.8502,48.5373,25.0,1.6379,1275.0,71.33,0.55,0.013724,-0.012247,-0.05063,0.032
2002-07-15,7.86999989,5.6,6.51,0,24.601453123783198,845.476439225759,0.010415321,0.0112045990128626,0.771391686,0,0,66.620217423098,0,917.93,876.46,921.39,921.39,34.80963216,26.37,1.35999989,0,0,0.0,32.8695467787741,0.017153988000000002,1.83,1.675,-0.11665329690127099,5.9,1733.0,2.926,4.626,104.67,-0.007462720999999999,61.8,63.0,53.1,49200.0,35.71696865,30660.0,1002.0,3.68,0.0585450854506163,35.03,2.8396,48.1551,25.0,1.72,899.0,124.89,0.69,0.012830000000000001,-0.017061,-0.083178,0.002
2002-07-16,7.92000008,5.6,6.59,0,24.141282476949396,852.976467064499,0.010415321,0.0112045990128626,0.7761118990000001,0,0,65.336008424728,0,901.05,897.13,918.65,917.93,34.18247344,26.36,1.33000008,0,0,0.0,32.2497809569996,0.017417323999999998,1.72,1.675,-0.12494261348127801,5.9,1733.0,2.9596,4.6805,104.49,-0.007462720999999999,61.8,63.0,53.1,34440.0,36.5385076,43800.0,998.0,3.68,0.0677384179977775,36.65,2.7881,48.1454,25.0,1.7598,1282.0,153.16,0.67,0.011838,-0.016980000000000002,-0.07244,-0.006
2002-07-17,7.98999977,5.6,6.55,0,24.280656483700298,852.976467064499,0.010415321,0.0112045990128626,0.9098419170000001,0,0,65.465872401938,0,906.04,895.03,926.52,901.05,34.30670201,26.41,1.43999977,0,0,0.0,32.430994205882804,0.017314357,1.71,1.69,-0.0689781570916056,5.9,1672.0,2.9719,4.6825,104.42,-0.007462720999999999,61.8,63.0,53.1,43200.0,30.97933661,31260.0,993.0,3.68,0.0514630076506912,35.45,2.8038,47.348,25.0,1.7805,1794.0,313.72,0.73,0.012668,-0.019553,-0.081901,0.114
2002-07-18,7.98000002,5.6,6.54,0,23.630150005844,852.976467064499,0.010415321,0.0112045990128626,0.918304226,0,0,63.3447643815,0,881.56,880.6,907.8,906.04,33.37978039,26.41,1.44000002,0,0,0.0,31.557516893372696,0.017804551000000002,1.74,1.69,-0.0445763539598408,5.9,1672.0,2.9054,4.6057,104.47,-0.007462720999999999,61.8,63.0,53.1,54000.0,26.68958741,31080.0,985.0,3.68,0.0471169958907107,35.12,2.7279,47.6558,25.0,1.7409,1012.0,111.99,0.82,0.012061,-0.017075999999999997,-0.08396100000000001,0.114
2002-07-19,7.96000004,4.8,6.5,0,22.729454618681803,852.976467064499,0.010415321,0.0123181848740428,0.8694511229999999,0,0,61.115429886855004,0,847.76,842.07,881.56,881.56,32.09996214,26.41,1.46000004,0,0,0.0008908686889441231,30.350537069410898,0.018504506,1.72,1.672,0.0101205025082338,5.9,1672.0,2.8193,4.5194,104.06,-0.007462720999999999,61.8,63.0,53.1,53700.0,29.66619377,30660.0,981.0,3.68,0.0659910945590764,38.17,2.6235,48.4509,25.0,1.6918,766.0,90.07,1.09,0.012875999999999999,-0.018541,-0.089045,0.071
2002-07-22,7.86000013,4.8,6.45,0,21.985883179002,852.976467064499,0.010415321,0.0123181848740428,0.84557299,0,0,59.304547428376,1,819.85,813.26,854.13,847.76,30.06417308,27.27,1.41000013,0,0,0.0006681515167080929,29.354452011353303,0.01913261,1.77,1.67,0.08776501953649601,5.9,1672.0,2.7437,4.4437,104.75,-0.007462720999999999,61.8,63.0,53.1,41820.0,50.56973651,31740.0,976.0,3.68,0.0833421319759621,41.87,2.545,48.3439,25.0,1.6833,633.0,170.2,0.63,0.010726000000000001,-0.014615000000000001,-0.13367300000000001,0.028999999999999998
2002-07-23,7.80999994,4.8,6.44,0,21.3964915615733,852.976467064499,0.010415321,0.0100671991177235,0.751926658,0,0,57.681247713245,2,797.7,796.13,827.69,819.85,29.26265591,27.26,1.36999994,0,0,-0.0013553542605834,28.564598480071698,0.019663871,1.73,1.662,0.12846835560348,5.9,1672.0,2.7157,4.4059,106.66,-0.007462720999999999,61.8,63.0,53.1,53880.0,48.99624033,31740.0,972.0,3.68,0.101293445437527,44.92,2.4774,48.2538,25.0,1.6677,567.0,166.71,0.62,0.01241,-0.018709,-0.09135599999999999,-0.035
2002-07-24,7.80000019,4.8,6.46,0,22.6276928513134,852.976467064499,0.010415321,0.0100671991177235,0.76494275,0,0,61.122645995187995,3,843.42,775.68,844.32,797.71,30.93983859,27.26,1.34000019,0,0,-0.00112787428155556,30.2048251601696,0.018511928,1.67,1.643,0.07293420505937101,5.9,1672.0,2.8053,4.4852,105.52,-0.007462720999999999,61.8,63.0,53.1,31500.0,53.41051896,54000.0,964.0,3.68,0.047006198308421,39.86,2.6192,50.3481,25.0,1.7106,1987.0,151.8,0.62,0.011641,-0.017762,-0.09156399999999999,-0.151
2002-07-25,7.84000015,4.8,6.46,0,22.5052660833762,852.976467064499,0.010415321,0.0100671991177235,0.8713995659999999,0,0,60.60318936488001,4,838.68,816.11,853.83,843.42,30.541879100000003,27.46,1.38000015,0,0,-0.0009003943025277289,30.0381511121995,0.018616803,1.75,1.66,0.0550139470018225,5.9,1672.0,2.7003,4.3801,105.12,-0.044662969000000004,61.8,63.0,53.1,49320.0,50.53355672,34200.0,962.0,3.68,0.0306907532268454,39.27,2.6042,49.5492,25.0,1.6568,1802.0,193.65,0.63,0.013399000000000001,-0.015603,-0.06764500000000001,-0.151
2002-07-26,7.78000021,4.8,6.51,0,22.890061107255804,852.976467064499,0.010415321,0.0100671991177235,1.032173972,0,0,61.75753438604,5,852.84,835.92,852.85,838.68,31.06885246,27.45,1.27000021,1,0,-0.00045019715126386504,30.5482973865579,0.018314936,1.69,1.6469999999999998,0.0134755170980432,5.9,1672.0,2.7021,4.3817,106.61,-0.044662969000000004,61.8,63.0,53.1,44640.0,33.47010141,54000.0,962.0,3.68,0.00494628069955948,35.51,2.6483,49.6751,25.0,1.659,1958.0,194.94,0.59,0.021034999999999998,-0.018043,-0.083358,-0.12300000000000001
2002-07-29,7.76999998,4.8,6.58,0,24.132938356718,852.976467064499,0.010415321,0.0100671991177235,1.273830234,0,0,64.766049136615,4,898.96,852.84,898.96,852.84,32.61828737,27.56,1.18999998,1,0,0.0,32.202920381122105,0.017472424,1.75,1.6769999999999998,-0.0695063451445948,5.9,1672.0,2.8609,4.5609,107.1,-0.044662969000000004,61.8,63.0,53.1,30660.0,20.02148172,54000.0,964.0,3.68,-0.0242574012333456,31.33,2.7905,51.6781,25.0,1.765,2639.0,93.18,0.52,0.01436,-0.016512,-0.07222999999999999,-0.037000000000000005
2002-07-30,7.86999989,4.8,6.62,0,24.2405325366025,852.976467064499,0.011022716,0.0100671991177235,1.451401351,0,0,65.610168595816,3,902.78,884.7,909.81,898.96,32.75689405,27.56,1.24999989,1,0,0.0,32.3418130442426,0.017447761000000003,1.71,1.682,-0.0493456208655758,5.9,1672.0,2.8845,4.585,106.8,-0.044662969000000004,61.8,63.0,53.1,36900.0,30.11476526,46560.0,965.0,3.68,-0.024846434093952003,31.92,2.8026,51.4338,25.0,1.7671,1724.0,139.6,0.58,0.020184999999999998,-0.015674,-0.061561000000000005,-0.031
2002-07-31,7.86000013,4.8,6.53,0,24.483129477749,852.976467064499,0.011022716,0.0100671991177235,1.4237910580000002,0,0,65.768892677562,2,911.62,889.88,911.64,902.78,33.40491022,27.29,1.33000013,1,0,0.0,32.6603749548276,0.017403776,1.76,1.665,-0.0344718432495716,5.9,1672.0,2.7687,4.4588,107.41,-0.044662969000000004,61.8,63.0,53.1,35460.0,28.91795706,54000.0,968.0,3.68,-0.0260556693583067,32.03,2.8156,51.2641,25.0,1.7072,1640.0,99.31,0.62,0.013288999999999999,-0.017514,-0.08421100000000001,0.026000000000000002
2002-08-01,7.76000023,4.8,6.52,0,23.764124124762898,852.976467064499,0.011022716,0.0100671991177235,1.33779759,1,0,64.051798704891,1,884.66,882.48,911.62,911.62,32.35771763,27.34,1.24000023,1,0,0.0,31.696445049254603,0.018090894,1.79,1.642,0.0238215494672545,5.9,1672.0,2.7197,4.3893,107.02,-0.044662969000000004,61.8,63.0,53.1,53880.0,27.85500023,30660.0,970.0,3.68,0.006697631458318171,36.95,2.7318,50.9303,25.0,1.6598,1247.0,98.11,0.57,0.012991999999999998,-0.016390000000000002,-0.083606,0.026000000000000002
