,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY
1968-02-06,6.8,1.96,6.12,0,19.5979991208441,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.07737665731932,0,91.9,91.9,91.9,91.9,16.92449355,5.43,0.68,0,0,0.0,36.021719421838,0.031999068,4.75,5.02,-0.0196339222064622,3.7,1256.0,0.592000000000001,5.612,
1968-02-07,6.8,1.96,6.12,0,19.6296390224767,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.0812598308543198,0,92.06,92.06,92.06,92.06,16.95395948,5.43,0.68,0,0,0.0,36.0800262881909,0.031944747,4.63,5.03,-0.0195925781973051,3.5,1256.0,0.5619999999999991,5.5920000000000005,
1968-02-08,6.8,1.96,6.12,0,19.379849361394104,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.0553014104279597,0,90.9,90.9,90.9,90.9,16.74033149,5.43,0.68,0,0,0.0,35.62105169688989,0.032353712,4.75,5.03,-0.0106803721627274,3.5,1256.0,0.5720000000000001,5.602,
1968-02-09,6.8,1.96,6.12,0,19.155705423975398,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.03205289391851,0,89.86,89.86,89.86,89.86,16.54880295,5.43,0.68,0,0,0.0,35.209210027191894,0.032729483999999996,4.75,5.01,0.00470989821197679,3.5,1256.0,0.5820000000000001,5.5920000000000005,
1968-02-13,6.8,1.96,6.12,0,18.984906407036103,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.01445471034021,0,89.07,89.07,89.07,89.07,16.40331492,5.43,0.68,0,0,0.0,34.8954147257682,0.033021113,4.63,5.01,0.0192756869056047,3.5,1256.0,0.542,5.5520000000000005,
1968-02-14,6.8,1.96,6.12,0,19.210553812207397,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.03892095550973,0,90.14,90.14,90.14,90.14,16.60036832,5.43,0.68,0,0,0.0,35.310311047473604,0.032630459,4.25,5.0,0.0118307681934256,3.5,1256.0,0.542,5.542000000000001,
1968-02-15,6.8,1.96,6.11,0,19.2422323983307,325.49948192810103,0.0,0.0322801488072924,0.0,0,1,2.04280665977068,0,90.3,90.3,90.3,90.3,16.62983425,5.43,0.69,0,0,0.0,35.368679863644,0.03257396,4.75,4.96,0.006207830522346029,3.5,1256.0,0.552,5.5120000000000005,
1968-02-16,6.8,1.96,6.11,0,19.111214776643,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.03538164926803,0,89.96,89.96,89.96,89.96,16.56721915,5.43,0.69,0,0,0.0028356621686821603,35.127998139339105,0.032698395,4.75,4.92,0.00213078917003463,3.5,1445.0,0.5820000000000001,5.502000000000001,
1968-02-19,6.8,1.96,6.11,0,19.1832126561953,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.04356720041968,1,90.31,90.31,90.31,90.31,16.63167587,5.43,0.69,0,0,0.00212674662651162,35.2604738633749,0.03257299,4.63,4.9,0.0021157815900497397,3.5,1445.0,0.632,5.532,
1968-02-20,6.8,1.96,6.11,0,19.2913008878261,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.0556006381641496,2,90.83,90.83,90.83,90.83,16.72744015,5.43,0.69,0,0,0.0014178310843410802,35.4592867375139,0.032387821000000004,4.63,4.97,-0.00861103235027323,3.5,1445.0,0.5720000000000001,5.542000000000001,
1968-02-21,6.79,1.96,6.1,0,19.3760045632257,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.06514619550165,3,91.24,91.24,91.24,91.24,16.80294659,5.43,0.69,0,0,0.000708915542170542,35.61511642611271,0.032243586,4.63,4.99,-0.0211358948812658,3.5,1445.0,0.552,5.542000000000001,
1968-02-23,6.79,1.89,6.1,0,19.2993132322015,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.05749187752438,4,90.89,90.89,90.89,90.89,16.73848987,5.43,0.69,0,0,0.0,35.474283424504,0.032369496,4.88,5.01,-0.0200888298661138,3.5,1445.0,0.552,5.562,
1968-02-26,6.79,1.89,6.1,0,19.1462105917559,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.0416871852127,5,90.18,90.18,90.18,90.18,16.60773481,5.43,0.69,1,0,0.0,35.1929944675368,0.032626106,4.75,5.04,-0.0256832426834274,3.5,1445.0,0.542,5.582000000000001,
1968-02-27,6.79,1.89,6.1,0,19.2181694771474,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.04987895891197,4,90.53,90.53,90.53,90.53,16.67219153,5.43,0.69,1,0,0.0,35.3253927134543,0.032501722999999996,4.75,5.06,-0.03182590022789399,3.5,1445.0,0.522,5.582000000000001,
1968-02-28,6.79,1.89,6.09,0,19.1203053255414,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.03995733191138,3,90.08,90.08,90.08,90.08,16.5893186,5.43,0.7,1,0,0.0,35.1456329855701,0.032665849,4.5,5.02,-0.00943652368680012,3.5,1445.0,0.552,5.572,
1968-02-29,6.79,1.89,6.09,0,18.9651639584658,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.02391996521105,2,89.36,89.36,89.36,89.36,16.45672192,5.43,0.7,1,0,0.0,34.860586675945896,0.032930824,4.75,5.02,-0.00320487487865292,3.5,1445.0,0.542000000000001,5.562,122.079
1968-03-01,6.79,1.89,6.09,0,18.9095108417079,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.01852553600304,1,89.11,89.11,89.11,89.11,16.14311594,5.52,0.7,1,0,0.0,34.758941334822396,0.033024992999999996,4.75,5.01,-0.0011905501058154099,3.5,1445.0,0.552,5.562,
1968-03-04,6.79,1.89,6.09,0,18.6544305153216,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,1.9918374471091598,0,87.92,87.92,87.92,87.92,15.92753623,5.52,0.7,0,1,0.0,34.2907013041877,0.033473792999999995,4.88,4.99,0.0245259892340311,3.5,1445.0,0.5820000000000001,5.572,
1968-03-05,6.79,1.89,6.09,0,18.6094466616895,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,1.98757433040275,0,87.72,87.72,87.72,87.72,15.89130435,5.52,0.7,0,0,0.0,34.2086493640864,0.033551922000000005,4.88,5.0,0.0279029116029005,3.5,1445.0,0.5920000000000001,5.5920000000000005,
1968-03-06,6.8,1.89,6.09,0,18.933560687435,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.02273584828574,0,89.26,89.26,89.26,89.26,16.17028986,5.52,0.71,0,0,0.0,34.8050954782895,0.03297483,5.0,5.03,0.00827777539456884,3.5,1445.0,0.5820000000000001,5.612,
1968-03-07,6.8,1.89,6.09,0,18.897038585838,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.0193780382068898,0,89.1,89.1,89.1,89.1,16.14130435,5.52,0.71,0,0,0.0,34.7386005650541,0.033035826000000004,5.0,5.09,-0.009103977520414341,3.5,1445.0,0.5820000000000001,5.672000000000001,
1968-03-08,6.8,1.89,6.09,0,18.8796138405122,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.01806045882822,0,89.03,89.03,89.03,89.03,16.12862319,5.52,0.71,0,0,0.0,34.7072078504004,0.033064029,5.0,5.09,0.00047461245561499404,3.5,1445.0,0.662,5.752000000000001,
1968-03-11,6.8,1.89,6.09,0,19.1102711076149,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.04326332195469,0,90.13,90.13,90.13,90.13,16.32789855,5.52,0.71,0,0,0.0,35.1318793690882,0.032662697000000004,5.0,5.09,-0.00631801356104409,3.5,1445.0,0.662,5.752000000000001,
1968-03-12,6.8,1.89,6.09,0,19.128866376094898,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.0457993239368,0,90.23,90.23,90.23,90.23,16.34601449,5.52,0.71,0,0,0.0,35.1667065855126,0.032628697000000005,4.5,5.14,-0.0141425110155162,3.7,1445.0,0.652,5.792000000000001,
1968-03-13,6.81,1.89,6.07,0,19.083866970940896,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.04153370940526,0,90.03,90.03,90.03,90.03,16.30978261,5.52,0.739999999999999,0,0,0.0,35.084616973381,0.032703385,3.0,5.25,-0.0120346942813386,3.7,1445.0,0.612,5.862,
1968-03-14,6.81,1.89,6.07,0,18.7188472544768,325.49948192810103,0.0,0.0358247265181451,0.0,0,1,2.00302654907845,0,88.32,88.32,88.32,88.32,16.0,5.52,0.739999999999999,0,0,0.0,34.414171524500105,0.033338815,5.5,5.45,-0.00019281205872649298,3.7,1445.0,0.502,5.952000000000001,
1968-03-15,6.81,1.89,6.07,0,18.8815963521161,325.701404683639,0.0,0.0358247265181451,0.0,0,1,2.0209854123585598,0,89.1,89.1,89.1,89.1,16.14130435,5.52,0.739999999999999,0,0,0.0,34.7140074134768,0.033049187,5.13,5.37,-0.00796917519584755,3.7,1566.0,0.47200000000000003,5.8420000000000005,
1968-03-18,6.81,1.89,6.07,0,18.9828563769131,325.701404683639,0.0,0.0358247265181451,0.0,0,1,2.0323688239382802,0,89.59,89.59,89.59,89.59,16.23007246,5.52,0.739999999999999,0,0,0.0,34.900800950285394,0.032870644,5.25,5.26,-0.0144738231628426,3.7,1566.0,0.502,5.7620000000000005,
1968-03-19,6.81,1.89,6.07,0,18.8531666966047,325.701404683639,0.0,0.0327898228229908,0.0,0,1,2.01902685404811,0,88.99,88.99,88.99,88.99,16.12137681,5.52,0.739999999999999,0,0,-0.00242792295612339,34.6629797600827,0.033094498,5.5,5.31,-0.0009895757498681712,3.7,1566.0,0.462000000000001,5.772,
1968-03-20,6.81,1.89,6.08,0,18.7934318533228,325.701404683639,0.0,0.0357180826020795,0.0,0,1,2.01906916868015,1,88.98,88.98,88.98,88.98,16.11956522,5.52,0.73,0,0,0.000521665606178431,34.5537650671585,0.033100447000000005,4.25,5.26,0.007288684565966721,3.7,1566.0,0.47200000000000003,5.732,
1968-03-21,6.81,1.89,6.08,0,18.653670228014697,325.701404683639,0.0,0.0357180826020795,0.0,0,1,2.0045890787508003,2,88.33,88.33,88.33,88.33,16.00181159,5.52,0.73,0,0,0.000542994389391538,34.2974032058052,0.033346272,5.5,5.25,0.0136007818415208,3.7,1566.0,0.512,5.7620000000000005,
1968-03-22,6.81,1.97,6.08,0,18.670201315037698,325.701404683639,0.0,0.0357180826020795,0.0,0,1,2.0069008358817397,3,88.42,88.42,88.42,88.42,16.01811594,5.52,0.73,0,0,0.000564323172604644,34.3284007995691,0.033314574,5.5,5.19,0.0195781732347914,3.7,1566.0,0.552,5.742000000000001,
1968-03-25,6.81,1.97,6.08,0,18.6487273869446,325.701404683639,0.0,0.0357180826020795,0.0,0,1,2.0051273803261203,4,88.33,88.33,88.33,88.33,16.00181159,5.52,0.73,0,0,0.000585651955817744,34.2895166936828,0.033350765,5.38,5.15,0.0455470969362507,3.7,1566.0,0.5920000000000001,5.742000000000001,
