,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1
1999-11-05,8.22999954,4.6,7.25,0,39.8222668199413,819.438721219258,0.011866403000000001,0.0259441399148486,1.13127505,0,1,96.321332449883,0,1370.23,1362.64,1387.49,1362.64,31.14867015,43.99,0.97999954,0,0,0.0,56.1965211790132,0.012028572,5.14,4.98,0.012547514731469001,4.1,1618.0,0.81,5.926,100.28,0.040346999,63.5,65.8,57.0,30660.0,11.65083377,32100.0,1296.0,1.89,0.0162486686549414,21.66,4.779,39.2158,5.4,1.8439,1754.0,35.23,0.4,0.011947,-0.003699,-0.017093
1999-11-08,8.18999958,4.6,7.26,0,40.0104345882825,819.438721219258,0.011866403000000001,0.0259441399148486,1.102059411,0,1,96.408659133881,0,1377.01,1363.73,1380.78,1370.23,31.33128555,43.95,0.92999958,0,0,0.0,56.4589146800381,0.011984278000000001,5.23,5.04,0.0139832513267777,4.1,1618.0,0.78,5.937,100.35,0.040346999,63.5,65.8,57.0,32940.0,12.11668385,34800.0,1297.0,1.89,0.017090997115977,21.87,4.808,38.6246,5.4,1.8524,1356.0,74.63,0.41,0.013197,-0.01178,-0.041437
1999-11-09,8.19999981,4.6,7.28,1,39.660827427384895,819.438721219258,0.011866403000000001,0.0259441399148486,1.058503572,0,1,95.502623130383,0,1365.28,1361.45,1383.81,1377.01,31.07146108,43.94,0.919999809999999,0,0,0.0,55.962545513498796,0.012153198999999998,5.22,5.04,0.0317572261412309,4.1,1618.0,0.77,5.956,100.23,0.040346999,63.5,65.8,57.0,52620.0,12.87836557,31380.0,1301.0,1.89,0.0213219821905116,22.7,4.7691,38.5368,5.4,1.8715,1311.0,36.17,0.38,0.013541,-0.004965,-0.013681
1999-11-10,8.13000011,4.6,7.31,0,39.8896221818925,819.438721219258,0.011866403000000001,0.0259441399148486,1.020313821,0,1,96.212141958666,0,1373.46,1360.19,1379.26,1365.28,31.25051195,43.95,0.82000011,0,0,0.0,56.2822525103765,0.012046328,5.27,5.05,0.0270074804144002,4.1,1618.0,0.782,5.977,99.79,0.040346999,63.5,65.8,57.0,31440.0,14.23567006,44400.0,1311.0,1.89,0.0190221968071758,22.26,4.7979,38.4727,5.4,1.8927,1404.0,40.46,0.4,0.011233,-0.004192,-0.0031
1999-11-11,8.13000011,4.6,7.32,0,40.11309616710621,819.438721219258,0.011866403000000001,0.0259441399148486,0.965073473,0,1,96.757965869873,0,1381.46,1372.2,1382.12,1373.46,31.43253697,43.95,0.8100001099999989,0,0,0.0,56.5942448726979,0.011976568,5.27,5.05,0.0283868497762393,4.1,1618.0,0.7909999999999999,5.984,100.08,0.040346999,63.5,65.8,57.0,45060.0,8.556347548,52500.0,1325.0,1.89,0.0189224734782697,22.07,4.8269,38.4307,5.4,1.8969999999999998,1265.0,40.37,0.46,0.012039,-0.0035659999999999997,-0.002561
1999-11-12,8.11999989,4.6,7.28,0,40.528069230924295,819.438721219258,0.011866403000000001,0.0259441399148486,0.931723992,0,1,97.63123270985399,0,1396.06,1367.97,1396.12,1381.46,31.75750682,43.96,0.8399998900000011,0,0,0.0,57.1760401260917,0.011857936000000001,5.45,5.08,0.018524498820966,4.1,1618.0,0.705,5.928,100.75,0.040346999,63.5,65.8,57.0,34860.0,14.31987136,53640.0,1335.0,1.89,0.0180970351987931,21.65,4.875,38.4007,5.4,1.8435,1664.0,25.73,0.51,0.01059,-0.001198,0.0024170000000000003
1999-11-15,8.06000042,4.6,7.28,0,40.3984759220061,819.438721219258,0.011866403000000001,0.0259441399148486,0.945779638,0,1,97.86044359833099,0,1394.39,1392.17,1398.59,1396.06,31.70509322,43.98,0.7800004199999989,0,1,0.0,56.9896676872643,0.011854954,5.64,5.11,0.0159576169510324,4.1,1618.0,0.6759999999999999,5.92,100.69,0.040346999,63.5,65.8,57.0,30900.0,8.826479996,48480.0,1342.0,1.89,0.0263828437052847,22.74,4.873,38.1727,5.4,1.8391,1545.0,61.09,0.36,0.011382,-0.000904,0.0060409999999999995
1999-11-16,8.02999973,4.6,7.3,0,41.133467384267796,826.0528234395069,0.011866403000000001,0.0235021362592969,0.9765042979999999,0,1,98.679152917831,0,1420.07,1394.39,1420.36,1394.39,32.29633841,43.97,0.72999973,0,0,-0.0019536029244413603,58.0222490119834,0.011665256,5.4,5.14,-0.00118851271900201,4.1,1618.0,0.6679999999999999,5.957999999999999,100.79,0.040346999,63.5,65.8,57.0,30660.0,15.30803435,54000.0,1346.0,1.89,0.0185424521679526,20.73,4.9582,38.4054,5.4,1.8544,1790.0,47.11,0.33,0.011415999999999999,-0.002986,0.0021420000000000002
1999-11-17,8.01000023,4.6,7.36,0,40.85340461720121,826.0528234395069,0.011866403000000001,0.025287319714649,0.946606962,0,1,98.941132969825,0,1410.71,1410.69,1423.55,1420.07,32.083465999999994,43.97,0.6500002299999991,0,0,-3.7055429049283294e-05,57.622866516558894,0.011859915,5.41,5.09,0.0014539728844919699,4.1,1628.0,0.8059999999999999,6.0329999999999995,100.2,0.040346999,63.5,65.8,57.0,52980.0,9.91496425,36180.0,1349.0,1.89,0.0210646438448948,20.96,4.9271,38.0642,5.4,1.9355,1183.0,81.47,0.39,0.011193,-0.003125,0.003127
1999-11-18,8.07999992,4.6,7.39,0,41.256485450332704,826.0528234395069,0.011866403000000001,0.025287319714649,0.980302283,0,1,99.63974644181,1,1424.94,1410.71,1425.27,1410.71,32.414467699999996,43.96,0.689999920000001,0,0,9.4308610990624e-05,58.1868247626289,0.011696247,5.49,5.08,-0.009334988917274509,4.1,1628.0,0.826,6.0520000000000005,101.0,0.040346999,63.5,65.8,57.0,31500.0,9.711280902999999,53940.0,1350.0,1.97,0.0168496340629805,19.76,4.9755,37.9431,5.4,1.9485,1498.0,26.76,0.33,0.010944,-0.001578,0.012337
1999-11-19,8.10000038,4.7,7.38,0,41.1623806039861,826.0528234395069,0.011866403000000001,0.025287319714649,0.9263907690000001,0,1,99.552419757812,2,1422.0,1417.61,1424.94,1424.94,32.34758872,43.96,0.720000380000001,0,0,0.00022567265103052797,58.049736468991206,0.011672208,5.43,5.08,-0.0120033523507872,4.1,1628.0,0.833,6.057,100.89,0.040346999,63.5,65.8,57.0,31620.0,7.713808589,49260.0,1354.0,1.97,0.0164900088558555,19.11,4.9661,37.8254,5.4,1.9464,1137.0,29.61,0.33,0.010595,-0.000692,0.000134
1999-11-22,8.09000015,4.7,7.4,0,41.1227321420473,826.0528234395069,0.011866403000000001,0.025287319714649,0.849722675,0,1,99.530555950593,3,1420.94,1412.3,1425.15,1422.0,32.32347589,43.96,0.6900001499999989,0,0,0.000357036691070435,57.9894621516475,0.011691261000000001,5.53,5.07,-0.0236079406095855,4.1,1628.0,0.862,6.085,100.6,0.040346999,63.5,65.8,57.0,35400.0,8.553781188,30780.0,1356.0,1.97,0.0205536087148561,19.98,4.961,37.5364,9.1,1.966,903.0,61.06,0.36,0.011484000000000001,-0.004174000000000001,-0.002143
1999-11-23,8.11999989,4.7,7.4,0,40.6421601467208,826.0528234395069,0.011866403000000001,0.025287319714649,0.755544667,0,1,98.657289110612,4,1404.64,1402.2,1424.1,1420.94,31.95995449,43.95,0.71999989,0,0,0.0,57.30773804169561,0.011860626,5.59,5.13,-0.00675440423277484,4.1,1628.0,0.809,6.077999999999999,100.83,0.002169598,63.5,65.8,57.0,34920.0,12.7580416,31020.0,1355.0,1.97,0.0251484074662493,21.0,4.9002,37.7357,9.1,1.9574,886.0,188.92,0.38,0.011027,-0.000583,0.013706
1999-11-24,8.11999989,4.7,7.41,0,40.9931928880825,826.0528234395069,0.011866403000000001,0.025287319714649,0.778315161,0,1,99.18124921459999,5,1417.08,1399.17,1419.71,1404.64,32.24300341,43.95,0.7099998900000011,1,0,0.0,57.798489549905206,0.011709381000000001,5.72,5.13,-0.00606108163346779,4.1,1628.0,0.789000000000001,6.077999999999999,101.72,0.002169598,63.5,65.8,57.0,32580.0,9.906625081,52500.0,1354.0,1.97,0.022518084297245,20.26,4.9441,37.8221,9.1,1.9553,1384.0,15.8,0.37,0.010773,-0.001366,0.021409
1999-11-26,8.10999966,4.7,7.44,0,40.970981509482,826.0528234395069,0.011866403000000001,0.025287319714649,0.758487481,0,1,98.810142943828,4,1416.62,1416.14,1425.24,1417.08,32.22520473,43.96,0.669999659999999,1,0,0.0,57.762984448663104,0.011711461000000001,5.59,5.13,0.0158824520314668,4.1,1628.0,0.831,6.117000000000001,101.35,0.002169598,63.5,65.8,57.0,43140.0,7.283332685,40980.0,1355.0,1.97,0.031947924346118,22.33,4.9405,37.7426,9.1,1.9899,1384.0,50.34,0.32,0.010657,0.002216,0.03531
1999-11-29,8.13000011,4.7,7.52,0,40.7079030531216,826.0528234395069,0.011866403000000001,0.025287319714649,0.747223947,0,1,98.460836207836,3,1407.83,1404.15,1416.62,1416.62,32.01068668,43.98,0.61000011,1,0,0.0,57.3881166430511,0.011796971000000002,5.61,5.17,0.012009941094555,4.1,1628.0,0.88,6.207000000000001,101.86,0.002169598,63.5,65.8,57.0,31380.0,13.06862516,30660.0,1355.0,1.97,0.0386551476895976,23.57,4.9154,37.1946,9.1,2.0581,912.0,28.83,0.39,0.011503,0.002815,0.036392
1999-11-30,8.19999981,4.7,7.5,0,40.1519764613275,840.4278767970919,0.011866403000000001,0.025287319714649,0.849159531,0,1,97.303725508642,2,1388.91,1386.95,1410.59,1407.83,31.48741782,44.11,0.69999981,1,0,0.0,56.601043669046895,0.011969789,5.63,5.15,0.0157023440887661,4.1,1628.0,0.89,6.191,101.99,0.002169598,63.5,65.8,57.0,53220.0,14.44583834,37920.0,1351.0,1.97,0.0414727141262735,24.18,4.8551,37.3981,9.1,2.0449,1519.0,57.28,0.45,0.010842000000000001,-0.001118,-0.005033
1999-12-01,8.17000008,4.7,7.5,0,40.3977247290821,840.4278767970919,0.011866403000000001,0.025287319714649,0.9377683659999999,0,1,98.08966566462401,1,1397.72,1387.38,1400.12,1388.91,31.65126812,44.16,0.670000079999999,1,0,0.0,56.94347728663361,0.01208433,5.71,5.1,0.0012381540230287599,4.1,1628.0,0.9309999999999999,6.2,102.09,0.002169598,63.5,65.8,57.0,32460.0,13.30678971,36660.0,1344.0,1.97,0.0319484528518732,22.23,4.8778,37.316,9.1,2.0368,1343.0,24.83,0.44,0.012586,-0.002736,-0.0058920000000000005
1999-12-02,8.18000031,4.7,7.53,0,40.715844457794795,840.4278767970919,0.011866403000000001,0.025287319714649,0.959009288,1,1,98.679152917831,0,1409.04,1397.72,1409.04,1397.72,31.86431479,44.22,0.65000031,0,0,0.0,57.3881803330619,0.011805669,5.58,5.09,0.00011868993410606001,4.1,1628.0,0.986,6.233,102.52,0.002169598,63.5,65.8,57.0,30660.0,8.254929934,51480.0,1342.0,1.97,0.0303954651348702,21.77,4.9151,37.2702,9.1,2.0696,1530.0,32.36,0.38,0.010954,-0.003995,-0.0019809999999999997
1999-12-03,8.18999958,4.7,7.46,0,41.407653667908704,840.4278767970919,0.011866403000000001,0.025287319714649,1.01655861,0,1,100.49114947457,0,1433.3,1409.04,1447.42,1409.04,32.40560705,44.23,0.72999958,0,0,0.0,58.359020156220396,0.011587713999999999,5.42,5.09,-0.014769388817095,4.1,1628.0,0.9159999999999989,6.1610000000000005,102.51,0.009306788,63.5,65.8,57.0,30660.0,12.21022944,36420.0,1341.0,1.97,0.0200011534875731,19.32,5.0021,37.6062,9.1,1.9932,1823.0,25.18,0.33,0.010467,-0.00047000000000000004,0.020374
1999-12-06,8.13000011,4.7,7.45,0,41.1104773749675,840.4278767970919,0.011866403000000001,0.025287319714649,1.0639582509999999,0,1,99.74887266058799,0,1423.33,1418.25,1434.15,1433.3,32.17292043,44.24,0.6800001099999989,0,0,0.0,57.93615940033871,0.011686938000000001,5.48,5.09,-0.00559831766471369,4.1,1628.0,0.905,6.138999999999999,101.13,0.009306788,63.5,65.8,57.0,51780.0,10.48418688,30660.0,1341.0,1.97,0.0256293178068357,20.58,4.9639,37.2846,9.1,1.9671,1106.0,56.13,0.36,0.010469,0.001396,0.015194
1999-12-07,8.11999989,4.7,7.42,0,40.6924463396549,840.4278767970919,0.011866403000000001,0.025287319714649,1.012140575,0,1,98.941132969825,0,1409.17,1409.17,1426.81,1423.33,31.852848100000003,44.24,0.6999998900000011,0,0,0.0,57.3433440700492,0.011814139,5.42,5.07,-0.0071923257390928905,4.1,1628.0,0.893,6.1,100.82,0.009306788,63.1,68.1,58.1,53040.0,14.34913874,31020.0,1344.0,1.97,0.0284545099890392,21.09,4.9148,37.2894,9.1,1.9301,1038.0,90.01,0.42,0.010874,-0.003543,-0.005476
1999-12-08,8.07999992,4.7,7.44,0,40.5310169826207,840.4278767970919,0.011866403000000001,0.025287319714649,1.000006874,0,1,98.30798237462,0,1403.88,1403.88,1415.66,1409.17,31.98632946,43.89,0.63999992,0,0,0.0,57.11173865411239,0.011898111000000001,5.42,5.06,0.00454308561039559,4.1,1628.0,0.919,6.135,100.71,0.009306788,63.1,68.1,58.1,53700.0,10.09151126,36240.0,1349.0,1.97,0.0296339214394831,21.25,4.9355,36.993,9.1,1.9627,1116.0,45.49,0.36,0.011614,-0.004197,0.0007379999999999999
1999-12-09,8.10000038,4.7,7.43,1,40.644454035158404,840.4278767970919,0.011866403000000001,0.025287319714649,0.958080442,0,1,98.788279136609,0,1408.11,1391.5,1418.46,1403.88,32.08270677,43.89,0.670000380000001,0,0,0.0,57.267481167899504,0.01181657,5.51,5.1,0.00407809330981496,4.1,1628.0,0.869000000000001,6.126,101.02,0.009306788,63.1,68.1,58.1,42360.0,15.0903495,31920.0,1356.0,1.97,0.0289058673973691,21.19,4.9462,36.8978,9.1,1.9476,1224.0,46.63,0.34,0.010391,-4.2e-05,0.009537
1999-12-10,8.09000015,4.7,7.37,0,40.8934839919874,840.4278767970919,0.011866403000000001,0.025287319714649,0.909586415,0,1,99.115786337821,0,1417.04,1405.65,1421.58,1408.11,32.28616997,43.89,0.72000015,0,0,0.0,57.6140917254337,0.011723656,5.42,5.12,0.00715574236639499,4.1,1628.0,0.7959999999999999,6.072,101.66,0.009306788,63.1,68.1,58.1,33780.0,11.07536681,52200.0,1360.0,1.97,0.0304116640910365,21.48,4.9722,36.6076,9.1,1.8911,1554.0,24.81,0.35,0.010264,5.9999999999999995e-05,0.0034159999999999998
1999-12-13,8.02999973,4.7,7.4,0,40.8322532117438,840.4278767970919,0.011866403000000001,0.025287319714649,0.9338293040000001,0,1,99.290439705818,0,1415.22,1410.1,1421.58,1417.04,32.24470267,43.89,0.62999973,0,0,0.0,57.5235671381081,0.011754236000000001,5.46,5.21,-0.0018557026542816602,4.1,1628.0,0.731,6.1,101.67,0.009306788,63.1,68.1,58.1,31320.0,8.673960422999999,50700.0,1360.0,1.97,0.0313855345019704,21.72,4.9635,36.687,9.1,1.9086,1230.0,32.57,0.32,0.010362,-0.004146,-0.005789
1999-12-14,8.06000042,4.7,7.5,0,40.475969390448,840.4278767970919,0.011866403000000001,0.0246480767650032,0.940106952,0,1,98.329846181839,0,1403.17,1401.59,1418.3,1415.22,31.97743847,43.88,0.56000042,0,0,-0.000511394359716633,57.0176551718309,0.011864578,5.31,5.21,0.0229763470485095,4.1,1628.0,0.8320000000000001,6.216,102.35,0.009306788,63.1,68.1,58.1,53580.0,16.07158411,32820.0,1358.0,1.97,0.0371643363067123,23.06,4.9264,36.4171,9.1,1.9989,1029.0,55.94,0.37,0.011362,-0.0024010000000000004,-0.001444
1999-12-15,8.15999985,4.7,7.53,0,40.7601004850026,846.738579832926,0.011866403000000001,0.0246480767650032,0.9902083190000001,0,1,98.853806285827,0,1413.32,1395.93,1417.34,1403.17,32.216093,43.87,0.62999985,0,0,-0.00038354576978747595,57.41358718504151,0.011805833,5.56,5.18,0.0202675756883703,4.1,1628.0,0.9049999999999989,6.236000000000001,102.4,0.009306788,63.1,68.1,58.1,34020.0,12.33762943,43020.0,1353.0,1.97,0.0320929228650654,22.03,4.9652,36.3423,9.1,1.9847,1380.0,179.89,0.37,0.010448,-0.004113,0.005016
1999-12-16,8.18000031,4.7,7.59,0,40.8360733144407,846.738579832926,0.011866403000000001,0.0246480767650032,1.028627727,0,1,99.290439705818,0,1418.78,1408.35,1422.94,1413.32,32.3331814,43.88,0.590000310000001,0,0,-0.00025569717985831497,57.5161307124041,0.011779366999999999,5.54,5.22,0.0316636758317978,4.1,1628.0,0.912,6.305,101.6,0.009306788,63.1,68.1,58.1,43320.0,12.75918867,32580.0,1349.0,1.97,0.0321114682182028,21.91,4.9855,35.764,9.1,2.0189,1451.0,63.83,0.36,0.012744,-0.000586,0.017537
1999-12-17,8.23999977,4.7,7.59,0,40.8922310176893,846.738579832926,0.011866403000000001,0.0246480767650032,1.058934678,0,1,99.92652727206,0,1421.03,1418.78,1431.77,1418.78,32.38445761,43.88,0.649999770000001,0,0,-0.000127848589929157,57.5908084535082,0.011722553,5.4,5.28,0.0238892194349598,4.1,1600.0,0.8400000000000011,6.2829999999999995,102.18,0.009306788,63.1,68.1,58.1,53520.0,9.918291733,49800.0,1343.0,1.97,0.0296903025347362,21.35,4.993,35.6805,9.1,1.9753,1737.0,41.16,0.34,0.011254,0.0032689999999999998,0.02503
1999-12-20,8.22999954,4.7,7.63,0,40.7991849461971,846.738579832926,0.011866403000000001,0.0246480767650032,1.064109858,0,1,99.20429282356501,0,1418.09,1411.1,1429.16,1421.03,32.4208962,43.74,0.59999954,0,1,0.0,57.4551939021353,0.011765854,5.54,5.38,0.0304978119421448,4.1,1600.0,0.8390000000000001,6.354,101.85,0.009306788,63.1,68.1,58.1,51780.0,9.930420800000002,32160.0,1334.0,1.97,0.0407682611731627,23.78,4.9954,35.7834,9.1,2.0377,1289.0,48.12,0.41,0.011151000000000001,-0.002602,0.004219
1999-12-21,8.27000046,4.7,7.66,0,41.23200048294971,846.738579832926,0.011866403000000001,0.0246480767650032,1.140935078,0,1,100.71438425449,1,1433.43,1414.8,1436.47,1418.09,32.77160494,43.74,0.61000046,0,0,0.0,58.059774068966206,0.011629691999999999,5.52,5.42,0.0196514016718052,4.1,1600.0,0.7929999999999999,6.376,101.93,0.009306788,63.1,68.1,58.1,31620.0,13.31697881,52260.0,1329.0,1.97,0.0348316040985969,22.66,5.0501,35.7682,9.1,2.0513,1536.0,197.33,0.35,0.011151000000000001,-0.001114,-0.003172
1999-12-22,8.30000019,4.7,7.66,0,41.3011349079818,846.738579832926,0.011866403000000001,0.0246480767650032,1.1344729340000002,0,1,100.97700324864,2,1436.13,1429.05,1440.02,1433.43,32.83333333,43.74,0.64000019,0,0,0.0,58.1518549039656,0.011710458,5.45,5.38,0.0158710954031993,4.1,1600.0,0.853,6.372000000000001,101.87,0.009306788,63.1,68.1,58.1,33600.0,10.64529842,31680.0,1324.0,1.97,0.0337542939692784,22.43,5.0632,35.6651,9.1,2.0340000000000003,1408.0,275.68,0.36,0.011984,-0.002507,0.015081
1999-12-23,8.27999973,4.4,7.67,0,41.931212801476896,846.738579832926,0.011866403000000001,0.0246480767650032,1.163593635,0,1,102.58549136366,3,1458.34,1436.13,1461.44,1436.13,33.34110654,43.74,0.60999973,0,0,0.0,59.0331416003771,0.011537495,5.4,5.3,0.0016600850760441,4.1,1600.0,0.9620000000000001,6.415,101.44,0.009424709,63.1,68.1,58.1,30660.0,9.091814312999999,51840.0,1320.0,1.97,0.0280951070773393,21.12,5.1442,35.8434,9.1,2.0828,1907.0,105.67,0.35,0.01075,-0.000332,0.012615000000000001
1999-12-27,8.28999996,4.4,7.65,0,41.88685852077921,846.738579832926,0.011866403000000001,0.0246480767650032,1.08660667,0,1,102.44326041802,4,1457.1,1450.83,1463.19,1458.34,33.25952979,43.81,0.639999959999999,0,0,0.0,58.96501608031011,0.011532111999999999,5.33,5.28,-0.00679396951372613,4.1,1600.0,0.96,6.401,101.58,0.009424709,63.1,68.1,58.1,43140.0,10.55021322,31140.0,1320.0,1.97,0.0366848135493895,23.07,5.1256,35.8262,9.1,2.0675,1324.0,68.92,0.35,0.011359000000000001,-0.001073,0.006619
1999-12-28,8.26000023,4.4,7.66,0,41.8942726188154,846.738579832926,0.011866403000000001,0.0246480767650032,1.1192157120000001,0,1,102.37763788408002,5,1457.66,1452.78,1462.68,1457.09,33.27990868,43.8,0.600000229999999,1,0,0.0,58.969748585873795,0.011529184,4.86,5.26,-0.0460509256413743,4.1,1600.0,1.0390000000000001,6.412999999999999,101.94,0.009424709,63.1,68.1,58.1,32640.0,8.743374368,47400.0,1320.0,1.97,0.0360508201442598,22.97,5.13,35.6578,9.1,2.0675,1557.0,37.91,0.44,0.012291,-0.003054,-0.0076040000000000005
1999-12-29,8.27999973,4.4,7.63,0,42.0522707187015,846.738579832926,0.011866403000000001,0.0246480767650032,1.157378638,0,1,102.81533620764999,4,1463.46,1457.66,1466.1,1457.66,33.41995889,43.79,0.64999973,1,0,0.0,59.18659003527579,0.011373218000000001,4.61,5.09,-0.0485377459142159,4.1,1600.0,1.178,6.3839999999999995,101.98,0.009424709,63.1,68.1,58.1,30660.0,7.845481699,34500.0,1320.0,1.97,0.0370169254161676,23.09,5.1503,35.7231,9.1,2.0578,1948.0,34.79,0.38,0.011811,-0.002728,-0.003822
1999-12-30,8.23999977,4.4,7.61,0,42.0725990766599,846.738579832926,0.011866403000000001,0.0246480767650032,1.175924063,0,1,102.69494745883001,3,1464.47,1462.6,1473.1,1463.46,33.44302352,43.79,0.62999977,1,0,0.0,59.2096494402983,0.011358116000000001,4.88,5.01,-0.0635756508097538,4.1,1600.0,1.182,6.3660000000000005,101.82,0.009424709,63.1,68.1,58.1,53340.0,7.6936660020000005,33120.0,1320.0,1.97,0.0457037747929462,24.76,5.1568,35.63,9.1,2.0399,1767.0,41.46,0.38,0.011781999999999999,0.000307,0.0025280000000000003
1999-12-31,8.22999954,4.4,7.64,0,42.197497876473996,846.738579832926,0.011866403000000001,0.0246480767650032,1.169980797,0,1,102.85910604000999,2,1469.25,1463.36,1472.42,1464.47,30.85363293,47.62,0.58999954,1,0,0.0,59.3849780473074,0.011321353999999999,3.99,5.17,-0.00872352021456834,4.1,1600.0,1.114,6.442,101.87,0.009424709,63.1,68.1,58.1,43260.0,7.2512440279999995,41820.0,1320.0,1.97,0.0458356098537284,24.64,4.9911,35.5144,9.1,2.0399,1989.0,29.57,0.35,0.011252,-0.0011279999999999999,0.01771
2000-01-03,8.18000031,4.4,7.75,0,41.782183838546,846.738579832926,0.011866403000000001,0.0246480767650032,1.145962151,0,1,101.85239989579,1,1455.22,1438.36,1478.0,1469.25,30.50775681,47.7,0.43000031,1,0,0.0,58.8005375443336,0.011412473999999999,5.43,5.27,0.00453658450269923,4.1,1600.0,1.181,6.5920000000000005,100.22,0.009424709,63.1,68.1,58.1,37020.0,19.25497198,30660.0,1320.0,1.97,0.0422825650615023,24.21,4.9368,35.367,9.1,2.0399,1079.0,35.73,0.34,0.010471,0.0008869999999999999,0.017612
2000-01-04,8.27000046,4.4,7.69,0,40.1681545037441,846.738579832926,0.011866403000000001,0.0246480767650032,1.077825547,0,1,97.869345151259,0,1399.42,1397.43,1455.22,1455.22,29.31950555,47.73,0.58000046,0,0,0.0,56.530387160839005,0.011864072,5.38,5.27,0.0323944563391102,4.1,1600.0,1.05,6.497000000000001,100.41,0.009424709,63.1,68.1,58.1,53640.0,19.49925909,30660.0,1320.0,1.97,0.0554014311888192,27.01,4.7482,36.8232,9.1,2.1137,909.0,109.31,0.42,0.010907,-0.0014810000000000001,0.000825
2000-01-05,8.21000004,4.4,7.78,0,40.2334571539402,846.738579832926,0.011866403000000001,0.0246480767650032,1.05626375,0,1,98.04442448068899,0,1402.11,1377.68,1413.27,1399.42,29.37586424,47.73,0.43000004,0,0,0.0,56.623815629125296,0.011727475,5.41,5.27,0.0206216773758186,4.1,1600.0,1.169,6.593999999999999,100.38,0.012000601999999999,63.1,68.1,58.1,32940.0,25.72121988,51180.0,1329.0,1.97,0.0494232906470721,26.41,4.7601,36.4857,9.1,2.1137,1785.0,123.22,0.4,0.010941,-0.0038229999999999996,-0.013465999999999999
2000-01-06,8.28999996,4.4,7.72,0,40.2600132300922,846.738579832926,0.011866403000000001,0.0246480767650032,1.052649233,1,1,96.468710515821,0,1403.45,1392.02,1411.9,1402.11,29.41010059,47.72,0.56999996,0,0,0.0,56.66230153408811,0.011860601,5.54,5.24,0.0502897541245118,4.1,1600.0,1.141,6.524,100.48,0.012000601999999999,63.1,68.1,58.1,33900.0,17.16377015,48660.0,1351.0,1.97,0.0450902370181434,25.73,4.7678,35.8807,9.1,2.1137,1941.0,53.61,0.39,0.01182,-0.004656,-0.0034969999999999997
2000-01-07,8.23999977,4.4,7.69,0,41.338462578856394,846.738579832926,0.011866403000000001,0.0246480767650032,1.0463261940000002,0,1,102.07124905757,0,1441.47,1400.73,1441.47,1403.45,30.20050283,47.73,0.54999977,0,0,0.0,58.18042528635329,0.011548086,5.61,5.22,0.00732820276552655,4.1,1600.0,1.135,6.515,100.72,0.012000601999999999,60.3,67.4,57.8,30660.0,13.99803892,54000.0,1368.0,1.97,0.0250897606452527,21.72,4.8971,36.4672,9.1,2.1137,2225.0,42.03,0.43,0.010294,-0.004336,-0.007431
2000-01-10,8.22000027,4.4,7.72,0,41.7887092046874,846.738579832926,0.011866403000000001,0.0246480767650032,1.114289073,0,1,102.42140771643,0,1457.6,1441.47,1464.36,1441.47,30.53844542,47.73,0.50000027,0,0,0.0,58.813999905535,0.01143975,5.74,5.23,-0.00399419754607331,4.1,1600.0,1.162,6.5520000000000005,100.99,0.012000601999999999,60.3,67.4,57.8,30660.0,16.8468276,52140.0,1376.0,1.97,0.0248794453720204,21.71,4.9533,35.8632,9.1,2.1137,1757.0,44.18,0.32,0.011837,-0.000733,0.026858999999999997
2000-01-11,8.27000046,4.4,7.81,0,41.2306899222959,846.738579832926,0.011866403000000001,0.0246480767650032,1.132938809,0,1,101.19585241043,0,1438.56,1434.42,1458.66,1457.6,30.13953488,47.73,0.46000046000000105,0,0,0.0,58.0288709582979,0.011620815,5.63,5.27,0.0161544410328637,4.1,1600.0,1.2309999999999999,6.657,100.56,0.012000601999999999,60.3,67.4,57.8,53400.0,13.60254687,37200.0,1388.0,1.97,0.0284614912305553,22.5,4.8929,36.1994,9.1,2.1137,994.0,24.59,0.36,0.01086,-0.001253,0.016966
2000-01-12,8.35999966,4.4,7.85,1,41.03776658032,846.738579832926,0.011866403000000001,0.0234315316027995,1.080667262,0,1,100.18914626620001,0,1432.25,1427.08,1442.6,1438.56,30.01362112,47.72,0.50999966,0,0,-0.000973236129762967,57.757687644875794,0.011679183000000001,5.59,5.28,0.0107210894662035,4.1,1600.0,1.2570000000000001,6.702999999999999,100.62,0.012000601999999999,60.3,67.4,57.8,33960.0,17.07381513,31080.0,1396.0,1.97,0.0291116330625645,22.84,4.8764,36.2168,9.1,2.1137,1328.0,49.62,0.37,0.011939,-0.00385,-0.00748
